gameId,nationality,teamId,name,pId,PM,Starter,AS,BS,DR,FD,FG2A,FG2M,FG2P,FG3A,FG3M,FG3P,FGA,FGM,FTA,FTM,FTP,OR,PF,PTS,REB,ST,TO,EFF,FGIA,FGIM,FGIP,TP,mins,secs,10+ ppg,FGP,MP
114386,Côte d'Ivoire,44,Abigail Dia,419023,-27,TRUE,0,1,3,2,6,1,0.167,3,0,0,9,1,2,1,0.111,2,2,3,5,2,1,1,3,1,33.3,21:46,21,46,0,0.111,21.8
114386,Côte d'Ivoire,44,Lalya  Diarisso,395274,-10,TRUE,0,0,2,0,2,0,0,0,0,NA,2,0,0,0,0,1,0,0,3,1,2,0,2,0,0,11:1,11,1,0,0,11
114386,Côte d'Ivoire,44,Aichata Mambone,419320,-13,FALSE,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,1,0,0,1,1,0,0,0,0,7:20,7,20,0,NA,7.3
114386,Côte d'Ivoire,44,Aminata  Kone,395317,-1,FALSE,2,0,2,0,4,0,0,1,0,0,5,0,0,0,0,0,1,0,2,3,0,2,3,0,0,12:16,12,16,0,0,12.3
114389,USA,154,Morghan Reckley,393522,6,FALSE,0,0,1,2,4,3,0.75,2,1,0.5,6,4,2,2,0.333,1,4,11,2,1,1,11,1,1,100,14:0,14,0,1,0.667,14
114389,USA,154,Jazman Bailey,393401,-3,FALSE,0,0,1,0,1,0,0,0,0,NA,1,0,0,0,0,0,1,0,1,0,2,-2,1,0,0,9:38,9,38,0,0,9.6
114389,USA,154,Nation Williams,368603,0,FALSE,1,1,2,2,11,1,0.091,1,0,0,12,1,2,1,0.083,5,3,3,7,1,0,1,11,1,9.1,17:34,17,34,0,0.083,17.6
114389,USA,154,Tatianna Griffin,393461,6,FALSE,1,0,2,0,5,2,0.4,1,1,1,6,3,0,0,0,1,2,7,3,0,1,7,3,2,66.7,10:44,10,44,0,0.5,10.7
114389,USA,154,Ivanna Wilson Manyacka,368604,-5,TRUE,3,0,5,1,10,4,0.4,5,2,0.4,15,6,0,0,0,6,2,14,11,3,2,20,9,4,44.4,31:4,31,4,1,0.4,31.1
114389,USA,154,Micah Ojo,393521,4,TRUE,3,1,2,2,6,3,0.5,3,0,0,9,3,4,4,0.444,4,2,10,6,1,1,14,5,3,60,26:13,26,13,1,0.333,26.2
114389,USA,154,Maliya Hunter,393535,-2,FALSE,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,-2,1,0,0,5:59,5,59,0,0,6
114389,USA,154,Arianna Robinson,393523,7,FALSE,0,0,3,3,3,1,0.333,0,0,NA,3,1,4,4,1.333,0,1,6,3,2,1,8,2,1,50,14:43,14,43,0,0.333,14.7
114389,USA,154,Olivia Jones,393519,-4,TRUE,4,0,1,1,3,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,20:16,20,16,0,0,20.3
114389,USA,154,Eve Long,393520,-1,TRUE,2,0,2,3,8,4,0.5,1,0,0,9,4,2,1,0.111,2,5,9,4,0,1,8,6,3,50,22:6,22,6,0,0.444,22.1
114389,USA,154,Nya Riak,417253,1,FALSE,0,0,1,0,0,0,NA,2,0,0,2,0,0,0,0,0,1,0,1,0,1,-2,0,0,0,4:56,4,56,0,0,4.9
114389,USA,154,Caroline Bradley,393404,1,TRUE,0,1,4,6,12,4,0.333,0,0,NA,12,4,8,6,0.5,5,1,14,9,0,1,13,7,2,28.6,22:47,22,47,1,0.333,22.8
114389,Australia,16,Jay Sebasio,413854,2,FALSE,0,0,0,1,2,1,0.5,0,0,NA,2,1,2,1,0.5,0,0,3,0,0,0,1,2,1,50,6:15,6,15,0,0.5,6.2
114389,Australia,16,Daisy Hocking,374917,0,FALSE,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,NA,0
114389,Australia,16,Isabel Smith,375151,-3,TRUE,1,0,4,5,11,4,0.364,3,2,0.667,14,6,8,6,0.429,0,2,20,4,0,4,11,11,4,36.4,32:57,32,57,1,0.429,33
114389,Australia,16,Olivia Olechnowicz,375153,-3,TRUE,0,0,4,4,6,5,0.833,5,1,0.2,11,6,4,2,0.182,1,3,15,5,2,1,14,6,5,83.3,32:48,32,48,1,0.545,32.8
114389,Australia,16,Jade Sherrington,374416,-3,FALSE,6,0,4,0,4,1,0.25,2,0,0,6,1,0,0,0,0,0,2,4,0,3,4,4,1,25,26:37,26,37,0,0.167,26.6
114389,Australia,16,Jasmine Jones,397715,-1,FALSE,0,0,1,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5:33,5,33,0,0,5.6
114389,Australia,16,Sophie Richardson,374418,-3,FALSE,1,0,1,1,0,0,NA,4,2,0.5,4,2,0,0,0,0,3,6,1,0,1,5,0,0,0,13:57,13,57,0,0.5,13.9
114389,Australia,16,Madison Ryan,362696,3,TRUE,1,0,8,4,12,4,0.333,3,0,0,15,4,2,1,0.067,2,4,9,10,3,3,8,11,4,36.4,35:32,35,32,0,0.267,35.5
114389,Australia,16,Lily Mapp,376691,-8,FALSE,0,1,2,2,3,1,0.333,0,0,NA,3,1,4,4,1.333,1,3,6,3,1,0,9,3,1,33.3,9:52,9,52,0,0.333,9.9
114389,Australia,16,Eliza Ashby,397713,0,FALSE,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,NA,0
114389,Australia,16,Matilda Trout,397396,4,TRUE,6,1,1,6,4,3,0.75,0,0,NA,4,3,4,3,0.75,3,3,9,4,0,2,16,4,3,75,21:38,21,38,0,0.75,21.6
114389,Australia,16,Jemyma Manyok,378927,2,TRUE,0,2,0,0,1,1,1,0,0,NA,1,1,0,0,0,1,2,2,1,0,1,4,1,1,100,14:51,14,51,0,1,14.8
114395,Germany,64,Amelie Mbah,367121,12,FALSE,0,0,3,2,2,1,0.5,0,0,NA,2,1,2,0,0,2,1,2,5,0,0,4,2,1,50,13:32,13,32,0,0.5,13.5
114395,Germany,64,Leonie Pfanzelt,391671,14,FALSE,7,0,5,2,1,1,1,4,1,0.25,5,2,2,2,0.4,1,1,7,6,3,2,18,1,1,100,24:14,24,14,0,0.4,24.2
114395,Germany,64,Linda Thimm,391674,7,FALSE,2,0,1,1,1,1,1,2,1,0.5,3,2,0,0,0,1,1,5,2,0,3,5,1,1,100,6:3,6,3,0,0.667,6
114395,Germany,64,Moescha Feunou Bakam,395180,7,FALSE,0,0,2,1,0,0,NA,0,0,NA,0,0,0,0,NA,1,0,0,3,1,4,0,0,0,0,11:32,11,32,0,NA,11.5
114395,Germany,64,Darina Zraychenko,365850,4,TRUE,0,1,4,3,7,2,0.286,10,2,0.2,17,4,6,5,0.294,1,3,15,5,1,8,0,7,2,28.6,27:42,27,42,1,0.235,27.7
114395,Germany,64,Leni Schramm-Bunning,393246,8,FALSE,0,0,0,0,1,0,0,2,2,1,3,2,0,0,0,0,0,6,0,0,1,4,1,0,0,4:54,4,54,0,0.667,4.9
114395,Germany,64,Lara Gierlich,364854,8,TRUE,1,2,3,2,4,2,0.5,5,0,0,9,2,1,1,0.111,4,2,5,7,0,4,4,4,2,50,24:20,24,20,0,0.222,24.3
114395,Germany,64,Mia Wiegand,364994,13,TRUE,3,0,5,1,3,1,0.333,4,0,0,7,1,0,0,0,1,1,2,6,2,3,4,3,1,33.3,28:22,28,22,0,0.143,28.4
114395,Germany,64,Frederike Askamp,364851,11,TRUE,3,4,12,1,7,3,0.429,4,2,0.5,11,5,0,0,0,3,3,12,15,2,6,24,7,3,42.9,27:14,27,14,1,0.455,27.2
114395,Germany,64,Mathilda Haensch,391649,7,TRUE,1,2,0,1,5,2,0.4,0,0,NA,5,2,2,1,0.2,3,2,5,3,1,2,6,5,2,40,17:32,17,32,0,0.4,17.5
114395,Germany,64,Nele Prowaznik,391672,0,FALSE,0,0,1,0,2,1,0.5,0,0,NA,2,1,0,0,0,2,0,2,3,0,4,0,2,1,50,8:45,8,45,0,0.5,8.8
114395,Germany,64,Silvia Heide,364856,4,FALSE,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,0,-1,1,0,0,5:50,5,50,0,0,5.8
114395,Mexico,104,Jordan Martin,372198,-14,FALSE,0,2,1,1,2,1,0.5,1,0,0,3,1,2,1,0.333,0,1,3,1,0,1,2,2,1,50,14:53,14,53,0,0.333,14.9
114395,Mexico,104,Mariana Diaz,372202,-16,TRUE,0,0,2,2,3,0,0,6,0,0,9,0,2,2,0.222,0,1,2,2,6,6,-5,3,0,0,37:35,37,35,0,0,37.6
114395,Mexico,104,Jimena Velazquez,372193,-17,TRUE,6,0,3,6,16,9,0.562,2,0,0,18,9,6,3,0.167,1,1,21,4,8,8,19,15,9,60,38:5,38,5,1,0.5,38.1
114395,Mexico,104,Meredith Jaime,372364,-4,FALSE,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,2,-2,1,0,0,9:44,9,44,0,0,9.7
114395,Mexico,104,Ivanna Olalde,393870,-5,FALSE,0,0,3,1,9,3,0.333,2,0,0,11,3,2,0,0,3,2,6,6,4,1,5,6,3,50,25:45,25,45,0,0.273,25.8
114395,Mexico,104,Aislin Tamez,372195,0,FALSE,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,NA,0
114395,Mexico,104,Andrea Lopez,393997,-5,FALSE,1,0,0,1,0,0,NA,0,0,NA,0,0,0,0,NA,0,1,0,0,0,1,0,0,0,0,7:37,7,37,0,NA,7.6
114395,Mexico,104,Yania Valverde,372209,-21,TRUE,2,0,6,1,12,2,0.167,1,0,0,13,2,0,0,0,1,2,4,7,2,0,4,11,2,18.2,24:6,24,6,0,0.154,24.1
114395,Mexico,104,Isamar Rumbo,372250,-14,TRUE,2,0,3,2,1,1,1,2,1,0.5,3,2,0,0,0,0,5,5,3,4,5,8,1,1,100,24:56,24,56,0,0.667,24.9
114395,Mexico,104,Isabella Martinez,393869,-1,FALSE,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2:4,2,4,0,NA,2.1
114395,Mexico,104,Marisol Gomez,372249,-1,TRUE,0,1,0,1,1,0,0,0,0,NA,1,0,2,1,1,1,1,1,1,0,2,-1,1,0,0,7:35,7,35,0,0,7.6
114395,Mexico,104,Samantha Patino,372191,3,FALSE,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,1,0,0,1,0,0,-3,3,0,0,7:41,7,41,0,0,7.7
114392,People 's Republic of China,39,Xuan Sun,398033,-21,TRUE,5,0,1,2,0,0,NA,3,0,0,3,0,0,0,0,0,2,0,1,1,3,1,0,0,0,23:26,23,26,0,0,23.4
114392,People 's Republic of China,39,Xinyue Wang,417553,-11,FALSE,0,0,2,1,4,2,0.5,1,0,0,5,2,2,1,0.2,0,2,5,2,0,4,-1,3,1,33.3,12:7,12,7,0,0.4,12.1
114392,People 's Republic of China,39,Yu Jia,417551,-11,FALSE,1,0,1,1,1,0,0,2,0,0,3,0,0,0,0,1,2,0,2,0,1,-1,1,0,0,16:0,16,0,0,0,16
114392,People 's Republic of China,39,Ruoyan Sun,398031,-2,FALSE,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,1,0,0,0,1,-1,0,0,0,1:33,1,33,0,NA,1.6
114392,People 's Republic of China,39,Ying Feng,417550,-29,FALSE,1,0,4,2,2,1,0.5,2,1,0.5,4,2,4,2,0.5,0,4,7,4,0,9,-1,1,0,0,27:40,27,40,0,0.5,27.7
114392,People 's Republic of China,39,Mengjie Wu,417555,-9,TRUE,0,0,0,0,2,0,0,0,0,NA,2,0,0,0,0,0,1,0,0,0,0,-2,2,0,0,12:4,12,4,0,0,12.1
114392,People 's Republic of China,39,Yuanshan Li,398035,-26,TRUE,1,0,2,3,8,3,0.375,4,0,0,12,3,2,1,0.083,3,1,7,5,3,2,4,3,2,66.7,28:16,28,16,0,0.25,28.3
114392,People 's Republic of China,39,Hanyun Sun,397968,-20,TRUE,1,0,6,3,4,3,0.75,3,0,0,7,3,2,0,0,2,3,6,8,1,2,8,4,3,75,24:1,24,1,0,0.429,24
114392,People 's Republic of China,39,Yunshu Pang,398029,-17,TRUE,0,0,1,2,4,1,0.25,1,0,0,5,1,4,1,0.2,2,4,3,3,1,2,-2,3,1,33.3,16:0,16,0,0,0.2,16
114392,People 's Republic of China,39,Yatong Tang,398037,-13,FALSE,0,0,3,0,2,1,0.5,2,1,0.5,4,2,0,0,0,0,2,5,3,0,1,5,1,1,100,19:2,19,2,0,0.5,19
114392,People 's Republic of China,39,Jiayi Wan,417552,-15,FALSE,1,1,0,2,1,1,1,0,0,NA,1,1,2,1,1,0,2,3,0,0,2,2,1,1,100,14:53,14,53,0,1,14.9
114392,People 's Republic of China,39,Yiming Wang,417554,-6,FALSE,0,2,1,0,1,0,0,0,0,NA,1,0,0,0,0,0,1,0,1,1,0,3,0,0,0,4:58,4,58,0,0,5
114392,Spain,138,Paula Valenzuela,395390,14,FALSE,3,0,2,3,3,2,0.667,2,0,0,5,2,4,3,0.6,1,2,7,3,1,1,9,3,2,66.7,19:23,19,23,0,0.4,19.4
114392,Spain,138,Isabel Hernandez,395391,28,TRUE,4,0,1,5,8,2,0.25,4,2,0.5,12,4,4,2,0.167,1,2,12,2,2,1,9,7,2,28.6,23:7,23,7,1,0.333,23.1
114392,Spain,138,Carla Cherry,392047,12,FALSE,3,0,1,2,1,0,0,0,0,NA,1,0,2,1,1,2,1,1,3,2,2,5,0,0,0,19:54,19,54,0,0,19.9
114392,Spain,138,Ona Balleste,395392,12,TRUE,1,0,1,1,4,2,0.5,2,0,0,6,2,0,0,0,0,0,4,1,2,2,2,4,2,50,9:7,9,7,0,0.333,9.1
114392,Spain,138,Sarai Teijeira,395401,14,FALSE,0,1,0,0,6,3,0.5,2,1,0.5,8,4,0,0,0,1,2,9,1,1,0,8,6,3,50,14:10,14,10,0,0.5,14.2
114392,Spain,138,Elia Pérez,373071,6,FALSE,1,0,4,1,0,0,NA,2,0,0,2,0,3,3,1.5,1,0,3,5,2,0,9,0,0,0,8:3,8,3,0,0,8.1
114392,Spain,138,Trinity Ezeanatogu,370376,33,TRUE,1,0,3,3,10,2,0.2,1,1,1,11,3,1,1,0.091,3,2,8,6,2,1,8,9,2,22.2,24:35,24,35,0,0.273,24.6
114392,Spain,138,Elizabeth Abubakar,395799,2,FALSE,0,0,1,1,3,1,0.333,0,0,NA,3,1,2,1,0.333,2,2,3,3,0,0,3,3,1,33.3,12:6,12,6,0,0.333,12.1
114392,Spain,138,Amelia Alonso,370798,20,FALSE,4,1,4,5,4,2,0.5,5,1,0.2,9,3,9,6,0.667,3,3,13,7,2,0,18,4,2,50,17:46,17,46,1,0.333,17.8
114392,Spain,138,Ana Maria Hernanz,417696,10,FALSE,0,0,1,1,0,0,NA,6,2,0.333,6,2,0,0,0,4,1,6,5,0,2,5,0,0,0,16:13,16,13,0,0.333,16.2
114392,Spain,138,Sandra Davila,373075,12,TRUE,1,0,2,0,5,0,0,2,0,0,7,0,0,0,0,3,1,0,5,2,2,-1,4,0,0,18:40,18,40,0,0,18.7
114392,Spain,138,Anna Smykovskaia,417675,17,TRUE,0,1,3,3,7,2,0.286,0,0,NA,7,2,6,2,0.286,7,0,6,10,2,1,9,7,2,28.6,16:56,16,56,0,0.286,16.9
114385,Côte d'Ivoire,44,Salimata Kone,419020,-43,TRUE,1,0,1,0,4,0,0,2,1,0.5,6,1,0,0,0,1,2,3,2,0,3,-2,2,0,0,25:2,25,2,0,0.167,25
114385,Côte d'Ivoire,44,Fatima Diouf,419017,-37,TRUE,1,0,1,4,5,2,0.4,6,1,0.167,11,3,5,4,0.364,0,1,11,1,2,1,5,5,2,40,24:34,24,34,1,0.273,24.6
114385,Côte d'Ivoire,44,Sarah Keita,395745,0,FALSE,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,NA,0
114385,Côte d'Ivoire,44,Ella Kone,394525,-15,FALSE,1,0,2,1,2,0,0,2,0,0,4,0,0,0,0,0,2,0,2,1,0,0,2,0,0,14:19,14,19,0,0,14.3
114385,Côte d'Ivoire,44,Fatima  Konate,394918,-15,FALSE,3,0,2,0,1,0,0,0,0,NA,1,0,0,0,0,0,1,0,2,1,1,4,1,0,0,13:39,13,39,0,0,13.7
114385,Côte d'Ivoire,44,Adja Traore,394532,5,FALSE,1,0,1,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6:35,6,35,0,0,6.6
114385,Côte d'Ivoire,44,Jane Mary Diomande,395280,-41,TRUE,1,0,4,4,15,4,0.267,1,0,0,16,4,7,3,0.188,3,2,11,7,2,4,1,13,4,30.8,33:32,33,32,1,0.25,33.5
114385,Côte d'Ivoire,44,Maelhys N'dri,395285,-43,TRUE,1,0,2,0,2,0,0,0,0,NA,2,0,0,0,0,1,0,0,3,0,2,0,1,0,0,21:40,21,40,0,0,21.7
114385,Côte d'Ivoire,44,Abigail Dia,419023,-22,FALSE,1,1,1,2,6,2,0.333,4,1,0.25,10,3,2,2,0.2,1,0,9,2,1,2,5,4,1,25,20:29,20,29,0,0.3,20.5
114385,Côte d'Ivoire,44,Lalya  Diarisso,395274,-24,TRUE,1,0,5,0,5,1,0.2,1,0,0,6,1,0,0,0,0,0,2,5,0,1,2,3,1,33.3,18:42,18,42,0,0.167,18.7
114385,Côte d'Ivoire,44,Aichata Mambone,419320,-19,FALSE,0,0,2,1,0,0,NA,0,0,NA,0,0,2,1,Inf,0,2,1,2,1,1,2,0,0,0,19:49,19,49,0,NA,19.8
114385,Côte d'Ivoire,44,Aminata  Kone,395317,-6,FALSE,0,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1:39,1,39,0,0,1.6
114385,Australia,16,Jay Sebasio,413854,19,FALSE,3,0,4,0,4,3,0.75,1,0,0,5,3,0,0,0,0,0,6,4,0,3,8,3,2,66.7,19:16,19,16,0,0.6,19.3
114385,Australia,16,Daisy Hocking,374917,10,FALSE,3,0,1,1,2,0,0,2,0,0,4,0,2,1,0.25,0,2,1,1,1,1,0,2,0,0,14:47,14,47,0,0,14.8
114385,Australia,16,Isabel Smith,375151,25,TRUE,0,0,2,2,3,3,1,1,0,0,4,3,3,2,0.5,0,1,8,2,0,1,7,3,3,100,15:19,15,19,0,0.75,15.3
114385,Australia,16,Olivia Olechnowicz,375153,39,TRUE,7,0,1,1,2,2,1,4,2,0.5,6,4,2,0,0,0,0,10,1,6,1,19,2,2,100,20:13,20,13,1,0.667,20.2
114385,Australia,16,Jade Sherrington,374416,15,FALSE,4,0,1,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,1,0,0,5,0,0,0,16:32,16,32,0,NA,16.5
114385,Australia,16,Jasmine Jones,397715,17,FALSE,4,0,2,0,0,0,NA,7,5,0.714,7,5,1,0,0,1,3,15,3,0,0,19,0,0,0,19:3,19,3,1,0.714,19
114385,Australia,16,Sophie Richardson,374418,21,FALSE,3,1,0,1,5,2,0.4,6,2,0.333,11,4,2,2,0.182,0,0,12,0,1,2,8,4,2,50,18:59,18,59,1,0.364,19
114385,Australia,16,Madison Ryan,362696,28,TRUE,2,1,1,1,2,2,1,3,2,0.667,5,4,2,2,0.4,1,2,12,2,2,0,18,2,2,100,10:29,10,29,1,0.8,10.5
114385,Australia,16,Lily Mapp,376691,3,FALSE,1,3,6,0,4,3,0.75,1,0,0,5,3,0,0,0,1,2,6,7,1,3,13,4,3,75,15:38,15,38,0,0.6,15.6
114385,Australia,16,Eliza Ashby,397713,18,FALSE,1,1,3,0,4,2,0.5,2,0,0,6,2,0,0,0,0,0,4,3,1,1,5,4,2,50,15:54,15,54,0,0.333,15.9
114385,Australia,16,Matilda Trout,397396,27,TRUE,3,0,4,0,3,1,0.333,1,0,0,4,1,0,0,0,2,0,2,6,1,1,8,2,1,50,14:25,14,25,0,0.25,14.4
114385,Australia,16,Jemyma Manyok,378927,38,TRUE,5,4,9,3,5,4,0.8,0,0,NA,5,4,6,5,1,2,2,13,11,0,1,30,5,4,80,19:25,19,25,1,0.8,19.4
114388,Latvia,610,Enija Brokane,372580,-32,TRUE,2,0,1,1,0,0,NA,0,0,NA,0,0,0,0,NA,0,2,0,1,1,2,2,0,0,0,14:36,14,36,0,NA,14.6
114388,Latvia,610,Jelizaveta Naidjonova,396485,-22,FALSE,1,0,2,2,6,2,0.333,1,0,0,7,2,4,4,0.571,0,0,8,2,0,2,4,4,1,25,20:18,20,18,0,0.286,20.3
114388,Latvia,610,Adele Priedite,396478,-5,FALSE,3,1,2,3,2,0,0,0,0,NA,2,0,4,1,0.5,0,3,1,2,0,2,0,2,0,0,16:51,16,51,0,0,16.9
114388,Latvia,610,Monta Culkstena,396459,-3,FALSE,2,0,2,4,1,0,0,0,0,NA,1,0,2,1,1,0,1,1,2,3,3,3,0,0,0,19:38,19,38,0,0,19.6
114388,Latvia,610,Melanija Reicela Lagunovica,418628,-17,FALSE,1,0,1,1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,4,-5,1,0,0,7:37,7,37,0,0,7.6
114388,Latvia,610,Marta Arsentjeva,418536,-11,FALSE,0,1,1,0,2,0,0,0,0,NA,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0,7:16,7,16,0,0,7.3
114388,Latvia,610,Patricija Tikmere,396482,-38,TRUE,3,2,8,1,1,1,1,1,0,0,2,1,2,2,1,1,4,4,9,0,2,15,1,1,100,21:47,21,47,0,0.5,21.8
114388,Latvia,610,Darina Ivanova,418540,-15,FALSE,2,2,5,1,2,2,1,0,0,NA,2,2,2,0,0,1,5,4,6,0,1,11,2,2,100,17:20,17,20,0,1,17.3
114388,Latvia,610,Laura Kikuste,417640,-14,FALSE,1,0,1,2,1,1,1,5,2,0.4,6,3,2,0,0,1,1,8,2,0,2,4,1,1,100,13:29,13,29,0,0.5,13.5
114388,Latvia,610,Evelina Sirsnina,396481,-39,TRUE,1,0,0,2,7,1,0.143,4,0,0,11,1,4,4,0.364,0,3,6,0,0,3,-6,6,0,0,21:51,21,51,0,0.091,21.9
114388,Latvia,610,Madara Sakalova,418538,-35,TRUE,1,0,2,1,4,3,0.75,0,0,NA,4,3,2,1,0.25,2,2,7,4,1,1,10,4,3,75,16:46,16,46,0,0.75,16.8
114388,Latvia,610,Sarlote Skrebele,372649,-29,TRUE,1,0,0,3,3,1,0.333,9,2,0.222,12,3,8,6,0.5,1,2,14,1,1,9,-3,3,1,33.3,22:31,22,31,1,0.25,22.5
114388,USA,154,Morghan Reckley,393522,43,TRUE,5,0,1,3,8,3,0.375,1,1,1,9,4,4,3,0.333,1,3,12,2,2,0,15,3,3,100,19:35,19,35,1,0.444,19.6
114388,USA,154,Jazman Bailey,393401,12,FALSE,3,0,2,1,1,0,0,0,0,NA,1,0,2,2,2,0,2,2,2,1,3,4,0,0,0,21:5,21,5,0,0,21.1
114388,USA,154,Nation Williams,368603,23,FALSE,1,1,3,2,10,3,0.3,1,0,0,11,3,4,2,0.182,4,4,8,7,3,1,9,9,3,33.3,18:16,18,16,0,0.273,18.3
114388,USA,154,Tatianna Griffin,393461,9,FALSE,6,0,6,2,7,3,0.429,1,0,0,8,3,4,0,0,3,1,6,9,0,2,10,6,3,50,19:28,19,28,0,0.375,19.5
114388,USA,154,Ivanna Wilson Manyacka,368604,25,TRUE,0,1,2,3,6,6,1,1,0,0,7,6,5,4,0.571,2,1,16,4,2,1,20,5,5,100,7:15,7,15,1,0.857,7.2
114388,USA,154,Micah Ojo,393521,33,TRUE,0,1,1,1,2,1,0.5,2,1,0.5,4,2,2,1,0.25,0,0,6,1,1,0,6,2,1,50,14:29,14,29,0,0.5,14.5
114388,USA,154,Maliya Hunter,393535,13,FALSE,0,1,3,1,5,2,0.4,1,0,0,6,2,2,2,0.333,2,0,6,5,0,0,8,4,2,50,22:20,22,20,0,0.333,22.3
114388,USA,154,Arianna Robinson,393523,19,FALSE,2,0,3,2,11,6,0.545,1,0,0,12,6,2,2,0.167,1,4,14,4,7,2,19,9,4,44.4,20:22,20,22,1,0.5,20.4
114388,USA,154,Olivia Jones,393519,40,TRUE,4,1,4,4,4,2,0.5,1,0,0,5,2,6,5,1,1,0,9,5,4,2,17,4,2,50,18:26,18,26,0,0.4,18.4
114388,USA,154,Eve Long,393520,26,TRUE,0,1,2,4,11,5,0.455,0,0,NA,11,5,6,4,0.364,3,4,14,5,1,1,12,10,5,50,19:21,19,21,1,0.455,19.4
114388,USA,154,Nya Riak,417253,17,FALSE,4,1,4,2,4,3,0.75,4,2,0.5,8,5,3,0,0,5,2,12,9,2,2,20,4,3,75,19:23,19,23,1,0.625,19.4
114388,USA,154,Caroline Bradley,393404,0,FALSE,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,NA,0
114397,Japan,85,Ran Kobayashi,398428,4,TRUE,1,0,6,2,5,0,0,2,1,0.5,7,1,4,3,0.429,1,3,6,7,1,2,6,5,0,0,14:45,14,45,0,0.143,14.8
114397,Japan,85,Sora Shimizu,398429,9,FALSE,1,0,1,0,0,0,NA,0,0,NA,0,0,0,0,NA,1,2,0,2,1,1,3,0,0,0,19:38,19,38,0,NA,19.6
114397,Japan,85,Momoka Kaji,398430,15,FALSE,2,0,3,1,5,3,0.6,2,2,1,7,5,2,1,0.143,2,0,13,5,1,2,16,5,3,60,17:0,17,0,1,0.714,17
114397,Japan,85,Nene Gondo,398431,8,FALSE,0,0,1,1,0,0,NA,6,2,0.333,6,2,2,1,0.167,0,2,7,1,1,1,3,0,0,0,16:27,16,27,0,0.333,16.4
114397,Japan,85,Kako Otsuki,418549,7,TRUE,2,0,3,3,4,2,0.5,4,0,0,8,2,4,4,0.5,1,0,8,4,0,1,7,4,2,50,17:47,17,47,0,0.25,17.8
114397,Japan,85,Miya Takeuchi,398432,13,TRUE,4,0,0,4,6,3,0.5,3,1,0.333,9,4,4,4,0.444,0,1,13,0,2,1,13,4,3,75,17:13,17,13,1,0.444,17.2
114397,Japan,85,Rei Ando,398433,7,FALSE,0,0,0,1,5,3,0.6,2,0,0,7,3,0,0,0,2,3,6,2,0,0,4,5,3,60,20:28,20,28,0,0.429,20.5
114397,Japan,85,Kiino Nakazawa,398448,4,TRUE,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,0,1,3,3,1,0,0,4,0,0,0,12:32,12,32,0,1,12.5
114397,Japan,85,Kohse Hosozawa,398437,11,TRUE,1,1,2,3,3,0,0,4,1,0.25,7,1,2,1,0.143,2,0,4,4,0,1,2,2,0,0,16:38,16,38,0,0.143,16.6
114397,Japan,85,Chihiro Ito,418551,8,FALSE,1,1,3,0,0,0,NA,5,1,0.2,5,1,0,0,0,0,0,3,3,2,0,6,0,0,0,17:19,17,19,0,0.2,17.3
114397,Japan,85,Honoka Yasui,398441,5,FALSE,2,1,2,3,2,0,0,4,0,0,6,0,6,5,0.833,0,3,5,2,2,2,3,1,0,0,19:29,19,29,0,0,19.5
114397,Japan,85,Aya Ishiwata,398446,9,FALSE,0,0,0,1,0,0,NA,0,0,NA,0,0,2,1,Inf,2,0,1,2,1,0,3,0,0,0,10:44,10,44,0,NA,10.7
114397,Czechia,886,Sofia Robson,372072,-3,TRUE,3,0,6,3,8,5,0.625,5,0,0,13,5,2,1,0.077,3,1,11,9,2,1,15,7,5,71.4,30:0,30,0,1,0.385,30
