gameId,nationality,teamId,shortCode,AS,BS,DR,OR,REB,FD,FG2A,FG2M,FG2P,FG3A,FG3M,FG3P,FGA,FGM,FGP,FTA,FTM,FTP,FGIA,FGIM,FGIP,PF,PTS,ST,TO,ID,10+ ppg,MP,opp_nationality,opp_teamId,opp_shortCode,opp_AS,opp_BS,opp_DR,opp_OR,opp_REB,opp_FD,opp_FG2A,opp_FG2M,opp_FG2P,opp_FG3A,opp_FG3M,opp_FG3P,opp_FGA,opp_FGM,opp_FGP,opp_FTA,opp_FTM,opp_FTP,opp_FGIA,opp_FGIM,opp_FGIP,opp_PF,opp_PTS,opp_ST,opp_TO
132975,Germany,64,GER,20,8,33,17,50,21,28,14,50,31,8,25.8,59,22,37.3,18,11,61.1,28,14,50,18,63,15,31,2,2,200,Czechia,886,CZE,13,3,26,20,46,18,49,11,22.5,16,1,6.3,65,12,18.5,24,12,50,47,11,23.4,22,37,17,28
132976,Latvia,610,LAT,22,5,34,19,53,19,44,13,29.6,25,7,28,69,20,29,19,13,68.4,40,12,30,15,60,9,17,1,2,200,Colombia,40,COL,14,9,33,15,48,15,42,15,35.7,19,2,10.5,61,17,27.9,23,10,43.5,36,13,36.1,19,46,11,20
132976,Colombia,40,COL,14,9,33,15,48,15,42,15,35.7,19,2,10.5,61,17,27.9,23,10,43.5,36,13,36.1,19,46,11,20,2,1,200,Latvia,610,LAT,22,5,34,19,53,19,44,13,29.6,25,7,28,69,20,29,19,13,68.4,40,12,30,15,60,9,17
132977,Italy,83,ITA,16,2,27,13,40,12,49,20,40.8,16,4,25,65,24,36.9,16,11,68.8,32,15,46.9,17,63,8,17,1,2,200,Egypt,53,EGY,17,4,29,16,45,17,50,27,54,22,5,22.7,72,32,44.4,19,11,57.9,48,27,56.3,12,80,8,12
132977,Egypt,53,EGY,17,4,29,16,45,17,50,27,54,22,5,22.7,72,32,44.4,19,11,57.9,48,27,56.3,12,80,8,12,2,2,200,Italy,83,ITA,16,2,27,13,40,12,49,20,40.8,16,4,25,65,24,36.9,16,11,68.8,32,15,46.9,17,63,8,17
132978,Slovenia,618,SLO,13,5,28,14,42,16,38,12,31.6,23,5,21.7,61,17,27.9,8,6,75,30,11,36.7,19,45,4,17,1,2,200,Japan,85,JPN,6,0,26,13,39,19,43,15,34.9,19,4,21.1,62,19,30.7,14,12,85.7,37,12,32.4,16,54,12,10
132978,Japan,85,JPN,6,0,26,13,39,19,43,15,34.9,19,4,21.1,62,19,30.7,14,12,85.7,37,12,32.4,16,54,12,10,2,2,200,Slovenia,618,SLO,13,5,28,14,42,16,38,12,31.6,23,5,21.7,61,17,27.9,8,6,75,30,11,36.7,19,45,4,17
132979,People 's Republic of China,39,CHN,19,1,21,21,42,10,49,22,44.9,30,3,10,79,25,31.7,13,8,61.5,42,20,47.6,18,61,10,12,1,4,200,New Zealand,113,NZL,19,3,33,17,50,18,48,23,47.9,16,5,31.3,64,28,43.8,22,15,68.2,44,20,45.5,10,76,7,18
132979,New Zealand,113,NZL,19,3,33,17,50,18,48,23,47.9,16,5,31.3,64,28,43.8,22,15,68.2,44,20,45.5,10,76,7,18,2,2,200,People 's Republic of China,39,CHN,19,1,21,21,42,10,49,22,44.9,30,3,10,79,25,31.7,13,8,61.5,42,20,47.6,18,61,10,12
132980,Canada,34,CAN,13,7,27,12,39,13,48,15,31.3,19,7,36.8,67,22,32.8,8,6,75,44,13,29.6,13,57,5,11,1,2,200,Australia,16,AUS,17,7,34,18,52,13,37,15,40.5,30,8,26.7,67,23,34.3,13,10,76.9,36,14,38.9,13,64,7,13
132980,Australia,16,AUS,17,7,34,18,52,13,37,15,40.5,30,8,26.7,67,23,34.3,13,10,76.9,36,14,38.9,13,64,7,13,2,3,200,Canada,34,CAN,13,7,27,12,39,13,48,15,31.3,19,7,36.8,67,22,32.8,8,6,75,44,13,29.6,13,57,5,11
132981,USA,154,USA,14,9,34,15,49,29,42,20,47.6,11,5,45.5,53,25,47.2,39,27,69.2,32,16,50,19,82,7,22,1,3,200,Spain,138,ESP,15,2,18,29,47,19,64,24,37.5,22,5,22.7,86,29,33.7,22,10,45.5,58,23,39.7,29,73,11,14
132981,Spain,138,ESP,15,2,18,29,47,19,64,24,37.5,22,5,22.7,86,29,33.7,22,10,45.5,58,23,39.7,29,73,11,14,2,2,200,USA,154,USA,14,9,34,15,49,29,42,20,47.6,11,5,45.5,53,25,47.2,39,27,69.2,32,16,50,19,82,7,22
