date,gameId,name,team,nationality,PTS,REB,OR,DR,AS,ST,BS,PF,FD,FTM,FGA,FGM,FG3M,TO,MP,PM,off_net,def_net,stocks,starter,WL,WL_raw,corner3m,abovebk3m,rim_makes,midrange_makes,fb_pts,putback_pts
2026-07-18,132983,Elba Escorcia,COL,Colombia,5,1,1,0,1,1,0,0,1,1,5,2,0,2,18.4,-15,-12.8,-2.2,1,FALSE,-36,-36,0,0,2,0,2,0
2026-07-18,132983,Keren Bertel,COL,Colombia,8,2,2,0,0,4,0,2,6,4,13,2,0,2,25.2,-24,-20.5,-3.5,4,TRUE,-36,-36,0,0,2,0,0,0
2026-07-18,132983,Maria Superlano,COL,Colombia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-5,-4.3,-0.7,0,FALSE,-36,-36,0,0,0,0,0,0
2026-07-18,132983,Hannah Sofia Florez Perez,COL,Colombia,4,4,1,3,1,0,2,1,0,0,4,2,0,1,12.2,-5,-4.3,-0.7,2,FALSE,-36,-36,0,0,2,0,0,0
2026-07-18,132983,Diocelin Zuniga Hurtado,COL,Colombia,5,9,1,8,0,2,0,2,3,1,6,2,0,3,24.7,-23,-19.6,-3.4,2,TRUE,-36,-36,0,0,2,0,0,0
2026-07-18,132983,Sara Murillo,COL,Colombia,3,1,0,1,0,2,0,0,1,0,4,1,1,0,15,-14,-11.9,-2.1,2,FALSE,-36,-36,1,0,0,0,0,0
2026-07-18,132983,Dayra Pedroza,COL,Colombia,2,0,0,0,0,0,0,0,1,0,3,1,0,1,15.6,-22,-18.8,-3.2,0,FALSE,-36,-36,0,0,0,1,0,0
2026-07-18,132983,Mariangel Serna,COL,Colombia,2,2,0,2,3,0,1,3,1,0,5,1,0,5,24.9,-26,-22.2,-3.8,1,TRUE,-36,-36,0,0,1,0,0,0
2026-07-18,132983,Maria Mendez,COL,Colombia,2,4,0,4,2,1,0,3,0,0,10,1,0,2,20,-14,-11.9,-2.1,1,FALSE,-36,-36,0,0,1,0,0,0
2026-07-18,132983,Maria Millan,COL,Colombia,1,1,1,0,0,1,0,0,1,1,3,0,0,1,11.2,-14,-11.9,-2.1,1,FALSE,-36,-36,0,0,0,0,0,0
2026-07-18,132983,Mariana Paz,COL,Colombia,0,5,1,4,1,1,0,4,0,0,1,0,0,0,12.3,-8,-6.8,-1.2,1,TRUE,-36,-36,0,0,0,0,0,0
2026-07-18,132972,Morghan Reckley,USA,USA,9,0,0,0,7,1,0,3,6,5,3,2,0,6,18.9,31,9.5,21.5,1,TRUE,+26,26,0,0,2,0,2,0
2026-07-18,132972,Jazman Bailey,USA,USA,0,1,0,1,5,2,0,3,1,0,0,0,0,1,17.4,3,0.9,2.1,2,FALSE,+26,26,0,0,0,0,0,0
2026-07-18,132972,Nation Williams,USA,USA,14,11,6,5,3,6,1,3,4,4,12,5,0,1,18.8,24,7.4,16.6,7,FALSE,+26,26,0,0,3,1,2,2
2026-07-18,132972,Tatianna Griffin,USA,USA,10,1,0,1,1,0,1,3,0,0,7,4,2,1,14.9,20,6.1,13.9,1,FALSE,+26,26,0,2,0,1,0,0
2026-07-18,132972,Ivanna Wilson Manyacka,USA,USA,14,8,5,3,1,2,0,2,2,1,11,6,1,1,24.3,10,3.1,6.9,2,TRUE,+26,26,1,0,3,2,0,6
2026-07-18,132972,Micah Ojo,USA,USA,5,6,2,4,1,0,1,2,1,0,10,2,1,0,18.7,1,0.3,0.7,1,TRUE,+26,26,0,1,1,0,0,0
2026-07-18,132972,Maliya Hunter,USA,USA,7,2,1,1,0,0,0,0,2,3,2,2,0,0,12.1,15,4.6,10.4,0,FALSE,+26,26,0,0,2,0,0,0
2026-07-18,132972,Arianna Robinson,USA,USA,3,1,1,0,0,0,0,1,1,1,5,1,0,2,10.9,18,5.5,12.5,0,FALSE,+26,26,0,0,1,0,0,0
2026-07-18,132972,Olivia Jones,USA,USA,5,2,1,1,2,0,1,2,0,0,7,2,1,1,20.3,0,0,0,1,TRUE,+26,26,1,0,0,0,0,2
2026-07-18,132972,Eve Long,USA,USA,15,6,5,1,1,2,2,1,4,7,11,4,0,1,22.1,4,1.2,2.8,4,TRUE,+26,26,0,0,3,1,0,4
2026-07-18,132972,Nya Riak,USA,USA,2,4,0,4,0,0,0,0,0,0,2,1,0,2,9.1,-5,-1.5,-3.5,0,FALSE,+26,26,0,0,1,0,0,0
2026-07-18,132972,Caroline Bradley,USA,USA,2,4,2,2,2,0,1,2,0,0,3,1,0,1,12.5,9,2.8,6.2,1,FALSE,+26,26,0,0,1,0,0,2
2026-07-18,132972,Lexi Wee,CAN,Canada,4,3,2,1,4,0,0,2,2,2,7,1,0,5,22.2,-27,-18.7,-8.3,0,FALSE,-26,-26,0,0,1,0,0,0
2026-07-18,132972,Jordyn Nohr,CAN,Canada,5,0,0,0,2,0,0,2,0,0,2,2,1,0,11.4,-3,-2.1,-0.9,0,FALSE,-26,-26,1,0,0,1,0,0
2026-07-18,132972,Portia Reisen,CAN,Canada,10,2,1,1,1,1,0,3,5,4,9,2,2,6,24.2,-17,-11.8,-5.2,1,TRUE,-26,-26,0,2,0,0,0,3
2026-07-18,132972,Ashley Vande Ven,CAN,Canada,9,7,1,6,2,1,1,3,1,1,4,3,2,2,30.4,-28,-19.4,-8.6,2,TRUE,-26,-26,1,1,0,1,0,0
2026-07-18,132972,Pippa Gibb,CAN,Canada,0,1,0,1,1,0,0,0,1,0,3,0,0,4,7.5,-6,-4.2,-1.8,0,FALSE,-26,-26,0,0,0,0,0,0
2026-07-18,132972,Avery Arije,CAN,Canada,12,4,2,2,3,1,0,2,3,4,13,4,0,2,25.2,-9,-6.2,-2.8,1,TRUE,-26,-26,0,0,3,1,0,0
2026-07-18,132972,Grace Pongang,CAN,Canada,0,3,0,3,1,0,1,2,2,0,0,0,0,2,12.2,-8,-5.5,-2.5,1,FALSE,-26,-26,0,0,0,0,0,0
2026-07-18,132972,Emerald Nnani,CAN,Canada,6,3,2,1,2,2,0,3,4,2,7,2,0,0,22,-5,-3.5,-1.5,2,TRUE,-26,-26,0,0,2,0,2,0
2026-07-18,132972,Frances Vollett,CAN,Canada,12,5,2,3,0,0,2,1,4,6,9,3,0,2,29.4,-16,-11.1,-4.9,2,TRUE,-26,-26,0,0,3,0,2,0
2026-07-18,132972,Sienna Morris,CAN,Canada,2,1,1,0,0,2,1,2,0,0,2,1,0,1,8.8,-5,-3.5,-1.5,3,FALSE,-26,-26,0,0,0,1,0,0
2026-07-18,132972,Gabrielle Fajemirokun,CAN,Canada,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.5,-6,-4.2,-1.8,1,FALSE,-26,-26,0,0,0,0,0,0
2026-07-19,132974,Jordan Martin,MEX,Mexico,9,5,4,1,2,1,0,4,2,3,6,3,0,1,15.7,11,1,10,1,FALSE,+16,16,0,0,3,0,2,0
2026-07-19,132974,Mariana Diaz,MEX,Mexico,19,8,3,5,2,2,1,1,6,7,13,5,2,7,36.7,11,1,10,3,TRUE,+16,16,1,1,1,1,0,0
2026-07-19,132974,Jimena Velazquez,MEX,Mexico,14,4,0,4,6,3,0,3,5,4,7,5,0,5,34.8,19,1.7,17.3,3,TRUE,+16,16,0,0,4,0,8,0
2026-07-19,132974,Meredith Jaime,MEX,Mexico,0,3,2,1,1,0,0,1,0,0,2,0,0,1,8.5,-8,-0.7,-7.3,0,FALSE,+16,16,0,0,0,0,0,0
2026-07-19,132974,Ivanna Olalde,MEX,Mexico,5,7,0,7,6,3,0,5,4,1,8,2,0,4,19.9,12,1.1,10.9,3,FALSE,+16,16,0,0,2,0,0,0
2026-07-19,132974,Andrea Lopez,MEX,Mexico,0,1,1,0,0,0,0,1,0,0,2,0,0,0,3.4,-1,-0.1,-0.9,0,FALSE,+16,16,0,0,0,0,0,0
2026-07-19,132974,Yania Valverde,MEX,Mexico,11,5,2,3,7,1,3,2,2,1,9,5,0,2,25.4,10,0.9,9.1,4,TRUE,+16,16,0,0,3,0,4,0
2026-07-19,132974,Isamar Rumbo,MEX,Mexico,2,3,0,3,4,4,0,1,3,0,4,1,0,3,14.9,5,0.5,4.5,4,TRUE,+16,16,0,0,1,0,0,0
2026-07-19,132974,Isabella Martinez,MEX,Mexico,19,1,0,1,2,1,0,3,3,6,7,6,1,1,21.7,22,2,20,1,FALSE,+16,16,0,1,4,0,6,0
2026-07-19,132974,Marisol Gomez,MEX,Mexico,8,7,0,7,1,1,0,4,1,1,5,3,1,1,15.2,-1,-0.1,-0.9,1,TRUE,+16,16,0,1,1,1,0,0
2026-07-19,132974,Samantha Patino,MEX,Mexico,1,1,0,1,1,0,0,1,1,1,0,0,0,0,3.8,0,0,0,0,FALSE,+16,16,0,0,0,0,0,0
2026-07-19,132974,Salimata Kone,CIV,Côte d'Ivoire,6,4,2,2,5,3,0,3,3,2,9,2,0,3,29,-14,-12.7,-1.3,3,TRUE,-16,-16,0,0,2,0,4,0
2026-07-19,132974,Fatima Diouf,CIV,Côte d'Ivoire,29,4,1,3,3,3,0,3,9,8,15,8,5,3,31,-5,-4.5,-0.5,3,TRUE,-16,-16,1,4,2,1,0,0
2026-07-19,132974,Sarah Keita,CIV,Côte d'Ivoire,0,0,0,0,0,1,3,4,1,0,1,0,0,1,6,4,3.6,0.4,4,TRUE,-16,-16,0,0,0,0,0,0
2026-07-19,132974,Ella Kone,CIV,Côte d'Ivoire,5,0,0,0,1,0,0,1,0,0,5,2,1,2,18.2,-5,-4.5,-0.5,0,FALSE,-16,-16,0,1,1,0,2,0
2026-07-19,132974,Fatima  Konate,CIV,Côte d'Ivoire,5,4,1,3,2,0,0,4,1,2,6,1,1,0,17.8,-12,-10.9,-1.1,0,TRUE,-16,-16,0,1,0,0,0,0
2026-07-19,132974,Adja Traore,CIV,Côte d'Ivoire,2,2,1,1,0,1,0,1,0,0,2,1,0,1,8.6,-4,-3.6,-0.4,1,FALSE,-16,-16,0,0,1,0,0,2
2026-07-19,132974,Jane Mary Diomande,CIV,Côte d'Ivoire,6,4,0,4,3,1,1,4,7,4,4,1,0,4,19.3,-1,-0.9,-0.1,2,TRUE,-16,-16,0,0,0,0,0,0
2026-07-19,132974,Maelhys N'dri,CIV,Côte d'Ivoire,4,3,2,1,1,2,0,1,0,0,7,2,0,0,17.4,-7,-6.4,-0.6,2,FALSE,-16,-16,0,0,1,1,0,0
2026-07-19,132974,Lalya  Diarisso,CIV,Côte d'Ivoire,8,2,0,2,1,1,0,1,1,0,9,3,2,2,25.6,-14,-12.7,-1.3,1,FALSE,-16,-16,0,2,0,1,2,0
2026-07-19,132974,Aichata Mambone,CIV,Côte d'Ivoire,0,2,0,2,0,0,0,2,0,0,2,0,0,1,11.5,-14,-12.7,-1.3,0,FALSE,-16,-16,0,0,0,0,0,0
2026-07-19,132974,Aminata  Kone,CIV,Côte d'Ivoire,7,5,0,5,1,3,0,3,3,3,4,2,0,2,15.8,-8,-7.3,-0.7,3,FALSE,-16,-16,0,0,0,1,2,0
2026-07-19,132975,Sofia Robson,CZE,Czechia,6,7,2,5,2,1,0,2,2,2,6,2,0,2,25,-16,-11.3,-4.7,1,TRUE,-26,-26,0,0,1,0,2,0
2026-07-19,132975,Dominika Pencakova,CZE,Czechia,8,4,2,2,3,4,1,2,3,4,11,2,0,2,25.5,-18,-12.7,-5.3,5,TRUE,-26,-26,0,0,2,0,4,0
2026-07-19,132975,Ema Novakova,CZE,Czechia,2,9,4,5,0,0,0,1,0,0,8,1,0,1,21.2,-12,-8.5,-3.5,0,TRUE,-26,-26,0,0,1,0,2,0
2026-07-19,132975,Ema Bartosova,CZE,Czechia,2,5,4,1,2,2,0,4,1,0,9,1,0,3,20.6,-6,-4.2,-1.8,2,TRUE,-26,-26,0,0,1,0,2,0
2026-07-19,132975,Anezka Misikova,CZE,Czechia,1,1,0,1,2,1,0,0,1,1,3,0,0,2,10.1,2,1.4,0.6,1,FALSE,-26,-26,0,0,0,0,0,0
2026-07-19,132975,Tereza Sykorova,CZE,Czechia,7,1,0,1,1,1,1,1,1,1,5,3,0,5,15.2,-14,-9.9,-4.1,2,FALSE,-26,-26,0,0,3,0,2,0
2026-07-19,132975,Linda Kotrcova,CZE,Czechia,10,3,1,2,0,1,0,2,7,3,13,3,1,3,23.9,-19,-13.4,-5.6,1,TRUE,-26,-26,0,1,2,0,2,0
2026-07-19,132975,Martina Parizkova,CZE,Czechia,1,1,1,0,0,2,0,5,1,1,1,0,0,0,8.9,0,0,0,2,FALSE,-26,-26,0,0,0,0,0,0
2026-07-19,132975,Vendula Salakova,CZE,Czechia,0,2,1,1,1,0,1,1,0,0,3,0,0,3,17,-15,-10.6,-4.4,1,FALSE,-26,-26,0,0,0,0,0,0
2026-07-19,132975,Laura Marcolova,CZE,Czechia,0,3,2,1,0,3,0,0,1,0,3,0,0,2,11.7,-15,-10.6,-4.4,3,FALSE,-26,-26,0,0,0,0,0,0
2026-07-19,132975,Adela Ruzickova,CZE,Czechia,0,3,1,2,1,2,0,0,0,0,1,0,0,1,8.2,-1,-0.7,-0.3,2,FALSE,-26,-26,0,0,0,0,0,0
2026-07-19,132975,Julie Prichystalova,CZE,Czechia,0,0,0,0,1,0,0,4,1,0,2,0,0,2,12.8,-16,-11.3,-4.7,0,FALSE,-26,-26,0,0,0,0,0,0
2026-07-19,132975,Amelie Mbah,GER,Germany,2,4,2,2,1,0,3,1,0,0,1,1,0,0,11.1,20,5.9,14.1,3,FALSE,+26,26,0,0,1,0,0,2
2026-07-19,132975,Leonie Pfanzelt,GER,Germany,9,3,0,3,1,3,0,3,5,2,5,3,1,6,20.6,21,6.2,14.8,3,FALSE,+26,26,0,1,1,0,0,0
2026-07-19,132975,Moescha Feunou Bakam,GER,Germany,5,1,0,1,0,0,1,2,4,3,1,1,0,2,12.6,16,4.7,11.3,1,FALSE,+26,26,0,0,1,0,2,0
2026-07-19,132975,Darina Zraychenko,GER,Germany,4,5,4,1,0,2,0,4,6,2,12,1,0,4,27.9,8,2.3,5.7,2,TRUE,+26,26,0,0,1,0,2,0
2026-07-19,132975,Leni Schramm-Bunning,GER,Germany,0,4,1,3,2,0,0,1,0,0,2,0,0,2,9.6,0,0,0,0,FALSE,+26,26,0,0,0,0,0,0
2026-07-19,132975,Lara Gierlich,GER,Germany,11,7,2,5,1,1,2,0,0,0,13,4,3,0,25.3,21,6.2,14.8,3,TRUE,+26,26,1,2,0,0,0,3
2026-07-19,132975,Mia Wiegand,GER,Germany,23,5,2,3,6,1,1,2,2,2,15,9,3,8,30.1,23,6.7,16.3,2,TRUE,+26,26,0,3,6,0,0,2
2026-07-19,132975,Frederike Askamp,GER,Germany,9,11,2,9,3,6,0,3,4,2,7,3,1,1,27.4,15,4.4,10.6,6,TRUE,+26,26,1,0,2,0,2,2
2026-07-19,132975,Mathilda Haensch,GER,Germany,0,0,0,0,4,1,1,0,0,0,0,0,0,0,19,8,2.3,5.7,2,TRUE,+26,26,0,0,0,0,0,0
2026-07-19,132975,Nele Prowaznik,GER,Germany,0,0,0,0,1,0,0,1,0,0,1,0,0,3,9.9,-2,-0.6,-1.4,0,FALSE,+26,26,0,0,0,0,0,0
2026-07-19,132975,Silvia Heide,GER,Germany,0,1,1,0,1,1,0,1,0,0,2,0,0,0,6.6,0,0,0,1,FALSE,+26,26,0,0,0,0,0,0
2026-07-19,132976,Jelizaveta Naidjonova,LAT,Latvia,2,1,1,0,2,1,0,3,2,2,7,0,0,0,14.9,-4,-1.4,-2.6,1,FALSE,+14,14,0,0,0,0,0,0
2026-07-19,132976,Enija Brokane,LAT,Latvia,0,5,1,4,4,0,0,0,1,0,3,0,0,1,14.7,21,7.2,13.8,0,FALSE,+14,14,0,0,0,0,0,0
2026-07-19,132976,Adele Priedite,LAT,Latvia,4,2,0,2,0,1,2,1,0,0,3,2,0,0,17,12,4.1,7.9,3,TRUE,+14,14,0,0,1,0,0,0
2026-07-19,132976,Monta Culkstena,LAT,Latvia,0,6,1,5,2,2,0,1,0,0,2,0,0,1,18.4,1,0.3,0.7,2,TRUE,+14,14,0,0,0,0,0,0
2026-07-19,132976,Melanija Reicela Lagunovica,LAT,Latvia,4,7,1,6,3,0,0,1,2,1,4,1,1,2,19.5,6,2,4,0,FALSE,+14,14,1,0,0,0,0,0
2026-07-19,132976,Marta Arsentjeva,LAT,Latvia,5,5,3,2,0,0,1,1,2,1,2,2,0,0,20.2,0,0,0,1,FALSE,+14,14,0,0,1,1,0,2
2026-07-19,132976,Patricija Tikmere,LAT,Latvia,16,4,2,2,1,0,1,1,5,6,14,5,0,4,30.1,6,2,4,1,TRUE,+14,14,0,0,4,0,2,0
2026-07-19,132976,Darina Ivanova,LAT,Latvia,1,2,1,1,0,1,0,1,2,1,1,0,0,0,9.9,8,2.7,5.3,1,FALSE,+14,14,0,0,0,0,0,0
2026-07-19,132976,Laura Kikuste,LAT,Latvia,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.7,1.3,0,FALSE,+14,14,0,0,0,0,0,0
2026-07-19,132976,Evelina Sirsnina,LAT,Latvia,17,5,0,5,4,2,0,4,2,0,20,7,3,2,23.9,9,3.1,5.9,2,TRUE,+14,14,0,3,3,0,2,0
2026-07-19,132976,Madara Sakalova,LAT,Latvia,2,2,1,1,1,1,0,0,1,2,1,0,0,0,2.7,2,0.7,1.3,1,FALSE,+14,14,0,0,0,0,0,0
2026-07-19,132976,Sarlote Skrebele,LAT,Latvia,9,3,0,3,5,1,1,2,2,0,12,3,3,4,26.6,7,2.4,4.6,2,TRUE,+14,14,1,2,0,0,0,0
2026-07-19,132976,Alisson Restrepo,COL,Colombia,8,7,1,6,1,0,1,3,1,1,12,3,1,5,25.9,-9,-5.9,-3.1,1,TRUE,-14,-14,0,1,0,0,0,0
2026-07-19,132976,Elba Escorcia,COL,Colombia,8,2,2,0,2,2,2,2,4,2,7,3,0,1,28.2,0,0,0,4,FALSE,-14,-14,0,0,1,0,0,0
2026-07-19,132976,Keren Bertel,COL,Colombia,12,2,0,2,5,4,1,2,5,5,18,3,1,7,33.1,-20,-13.2,-6.8,5,TRUE,-14,-14,1,0,2,0,0,0
2026-07-19,132976,Diocelin Zuniga Hurtado,COL,Colombia,3,4,1,3,1,0,2,2,1,1,3,1,0,0,12.3,-11,-7.2,-3.8,2,TRUE,-14,-14,0,0,0,0,0,0
2026-07-19,132976,Sara Murillo,COL,Colombia,6,8,3,5,1,3,1,3,1,0,6,3,0,0,28.5,-4,-2.6,-1.4,4,FALSE,-14,-14,0,0,2,0,0,2
2026-07-19,132976,Dayra Pedroza,COL,Colombia,0,1,1,0,0,0,1,0,0,0,2,0,0,0,6,-4,-2.6,-1.4,1,FALSE,-14,-14,0,0,0,0,0,0
2026-07-19,132976,Mariangel Serna,COL,Colombia,0,3,0,3,2,0,0,1,0,0,3,0,0,4,11.4,-3,-2,-1,0,TRUE,-14,-14,0,0,0,0,0,0
2026-07-19,132976,Maria Mendez,COL,Colombia,2,1,0,1,1,2,0,2,1,0,4,1,0,0,14.6,-18,-11.9,-6.1,2,FALSE,-14,-14,0,0,0,0,0,0
2026-07-19,132976,Maria Millan,COL,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,8,5.3,2.7,0,FALSE,-14,-14,0,0,0,0,0,0
2026-07-19,132976,Mariana Paz,COL,Colombia,7,7,1,6,1,0,1,4,2,1,6,3,0,1,33.2,-9,-5.9,-3.1,1,TRUE,-14,-14,0,0,0,2,0,0
2026-07-19,132977,Olivia Lelli,ITA,Italy,9,1,1,0,0,0,0,0,0,0,9,4,1,1,17.8,8,5.8,2.2,0,FALSE,-17,-17,1,0,1,2,5,0
2026-07-19,132977,Alessandra Padulo,ITA,Italy,0,1,0,1,0,0,0,1,1,0,2,0,0,0,9.1,-8,-5.8,-2.2,0,FALSE,-17,-17,0,0,0,0,0,0
2026-07-19,132977,Emilia Magni,ITA,Italy,7,6,4,2,2,0,0,2,1,0,10,3,1,2,27.2,-13,-9.4,-3.6,0,TRUE,-17,-17,0,1,1,1,0,2
2026-07-19,132977,Isabel Hassan,ITA,Italy,4,9,0,9,5,1,1,3,1,0,11,2,0,2,26,-3,-2.2,-0.8,2,TRUE,-17,-17,0,0,2,0,0,0
2026-07-19,132977,Sofia Zuccon,ITA,Italy,5,3,1,2,0,0,0,3,2,3,4,1,0,1,14.1,-5,-3.6,-1.4,0,TRUE,-17,-17,0,0,1,0,2,0
2026-07-19,132977,Anna Sablich,ITA,Italy,4,1,1,0,2,0,0,0,2,2,4,1,0,1,21.3,-19,-13.7,-5.3,0,TRUE,-17,-17,0,0,0,0,0,0
2026-07-19,132977,Aisha Diagne,ITA,Italy,11,3,0,3,5,3,0,3,0,0,8,5,1,2,29.5,-12,-8.7,-3.3,3,TRUE,-17,-17,0,1,3,1,4,0
2026-07-19,132977,Martina Pasqualetti,ITA,Italy,5,3,0,3,0,0,0,0,0,0,3,2,1,2,10.2,-13,-9.4,-3.6,0,FALSE,-17,-17,1,0,0,1,0,0
2026-07-19,132977,Mariana Nako Moni,ITA,Italy,14,6,2,4,2,2,1,4,4,6,6,4,0,2,31.4,-10,-7.2,-2.8,3,FALSE,-17,-17,0,0,4,0,0,0
2026-07-19,132977,Amelia Bianco Rossignoli,ITA,Italy,4,1,1,0,0,2,0,1,1,0,7,2,0,1,11.6,-8,-5.8,-2.2,2,FALSE,-17,-17,0,0,2,0,4,0
2026-07-19,132977,Hania  Hassabelnaby,EGY,Egypt,25,3,2,1,2,2,0,0,5,1,18,11,2,2,30.5,12,3.3,8.7,2,TRUE,+17,17,0,2,9,0,4,2
2026-07-19,132977,Fatma Abdella,EGY,Egypt,4,3,0,3,4,2,0,0,2,2,9,1,0,2,28,22,6.1,15.9,2,TRUE,+17,17,0,0,1,0,0,0
2026-07-19,132977,Jodi  Abdalla,EGY,Egypt,9,3,2,1,1,0,0,0,2,1,5,4,0,0,16.3,-3,-0.8,-2.2,0,FALSE,+17,17,0,0,4,0,0,2
2026-07-19,132977,Mariam Elshenawy,EGY,Egypt,5,7,2,5,1,0,3,3,0,0,4,2,1,2,22.4,4,1.1,2.9,3,TRUE,+17,17,1,0,1,0,0,0
2026-07-19,132977,Hala Fetet,EGY,Egypt,1,2,2,0,0,0,0,1,1,1,2,0,0,0,3.4,-2,-0.6,-1.4,0,FALSE,+17,17,0,0,0,0,0,0
2026-07-19,132977,Joudi Elsayed,EGY,Egypt,9,6,0,6,0,2,0,2,3,4,8,2,1,3,29.5,12,3.3,8.7,2,FALSE,+17,17,0,1,1,0,0,0
2026-07-19,132977,Habiba Gamal Rizk,EGY,Egypt,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.8,-2,-0.6,-1.4,0,FALSE,+17,17,0,0,0,0,0,0
2026-07-19,132977,Leila  Eissa,EGY,Egypt,9,6,1,5,6,1,0,1,1,0,13,4,1,1,34,19,5.3,13.7,1,TRUE,+17,17,0,1,2,0,0,0
2026-07-19,132977,Habiba Soliman,EGY,Egypt,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.6,0,0,0,0,FALSE,+17,17,0,0,0,0,0,0
2026-07-19,132977,Zeina Amin,EGY,Egypt,16,8,4,4,2,1,1,3,3,2,9,7,0,0,23.7,20,5.6,14.4,2,TRUE,+17,17,0,0,7,0,4,8
2026-07-19,132977,Sedra   Elshafey,EGY,Egypt,2,1,1,0,1,0,0,1,0,0,2,1,0,0,4.8,3,0.8,2.2,0,FALSE,+17,17,0,0,1,0,0,2
2026-07-19,132978,Julija Bukovec,SLO,Slovenia,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.1,-2,-1.3,-0.7,0,FALSE,-9,-9,0,0,0,0,0,0
2026-07-19,132978,Ines Fritz,SLO,Slovenia,3,3,1,2,1,2,0,4,1,0,3,1,1,0,27.1,-6,-3.9,-2.1,2,TRUE,-9,-9,1,0,0,0,0,0
2026-07-19,132978,Anais Gobec,SLO,Slovenia,12,8,1,7,4,1,1,3,3,2,13,5,0,4,33.8,-9,-5.9,-3.1,2,TRUE,-9,-9,0,0,3,1,2,0
2026-07-19,132978,Ota Pozin,SLO,Slovenia,0,0,0,0,0,0,1,2,3,0,1,0,0,1,24.9,-4,-2.6,-1.4,1,TRUE,-9,-9,0,0,0,0,0,0
2026-07-19,132978,Ema Stavrov,SLO,Slovenia,0,1,0,1,0,0,0,2,0,0,3,0,0,0,12.9,-5,-3.3,-1.7,0,FALSE,-9,-9,0,0,0,0,0,0
2026-07-19,132978,Marina Josipovic,SLO,Slovenia,8,6,5,1,1,0,0,4,3,3,4,2,1,2,12.5,-1,-0.7,-0.3,0,FALSE,-9,-9,0,1,1,0,0,2
2026-07-19,132978,Ema Lorbek,SLO,Slovenia,2,3,0,3,0,0,1,0,0,0,4,1,0,2,10.9,-6,-3.9,-2.1,1,FALSE,-9,-9,0,0,0,0,0,0
2026-07-19,132978,Hana Jerkovic,SLO,Slovenia,6,0,0,0,3,0,1,1,2,0,14,2,2,4,29,-6,-3.9,-2.1,1,TRUE,-9,-9,0,2,0,0,0,0
2026-07-19,132978,Veronika Ferjancic,SLO,Slovenia,10,10,5,5,3,0,1,1,1,0,12,5,0,1,29.2,-8,-5.3,-2.7,1,TRUE,-9,-9,0,0,4,0,4,2
2026-07-19,132978,Zala Mali,SLO,Slovenia,4,3,1,2,1,1,0,1,2,1,6,1,1,0,13.7,1,0.7,0.3,1,FALSE,-9,-9,1,0,0,0,0,0
2026-07-19,132978,Ran Kobayashi,JPN,Japan,6,6,2,4,0,2,0,3,1,2,3,2,0,0,26.2,5,1.7,3.3,2,TRUE,+9,9,0,0,2,0,0,0
2026-07-19,132978,Sora Shimizu,JPN,Japan,0,7,2,5,0,1,0,2,0,0,0,0,0,1,26.6,9,3.1,5.9,1,TRUE,+9,9,0,0,0,0,0,0
2026-07-19,132978,Momoka Kaji,JPN,Japan,9,3,0,3,0,1,0,0,1,0,6,4,1,0,19.2,-4,-1.4,-2.6,1,FALSE,+9,9,1,0,2,0,2,0
2026-07-19,132978,Nene Gondo,JPN,Japan,0,0,0,0,0,0,0,2,0,0,1,0,0,1,7.7,1,0.3,0.7,0,FALSE,+9,9,0,0,0,0,0,0
2026-07-19,132978,Kako Otsuki,JPN,Japan,13,8,2,6,1,1,0,1,4,3,20,4,2,2,32.6,4,1.4,2.6,1,TRUE,+9,9,0,2,1,0,2,0
2026-07-19,132978,Miya Takeuchi,JPN,Japan,19,3,2,1,5,4,0,1,8,7,20,6,0,1,31.3,18,6.2,11.8,4,TRUE,+9,9,0,0,4,2,0,4
2026-07-19,132978,Rei Ando,JPN,Japan,0,2,0,2,0,1,0,1,2,0,0,0,0,2,9.8,-8,-2.7,-5.3,1,FALSE,+9,9,0,0,0,0,0,0
2026-07-19,132978,Kiino Nakazawa,JPN,Japan,0,4,2,2,0,1,0,2,0,0,1,0,0,0,10,-4,-1.4,-2.6,1,FALSE,+9,9,0,0,0,0,0,0
2026-07-19,132978,Kohse Hosozawa,JPN,Japan,7,3,1,2,0,1,0,2,3,0,11,3,1,1,32,19,6.5,12.5,1,TRUE,+9,9,0,1,1,1,0,0
2026-07-19,132978,Chihiro Ito,JPN,Japan,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,1,2,0,FALSE,+9,9,0,0,0,0,0,0
2026-07-19,132979,Xuan Sun,CHN,People 's Republic of China,6,6,3,3,10,1,0,1,0,0,10,3,0,1,36.4,-14,-11.8,-2.2,1,TRUE,-15,-15,0,0,1,1,0,2
2026-07-19,132979,Xinyue Wang,CHN,People 's Republic of China,4,0,0,0,0,0,1,0,0,0,6,2,0,0,8.8,2,1.7,0.3,1,FALSE,-15,-15,0,0,2,0,2,0
