date,gameId,name,team,nationality,PTS,REB,OR,DR,AS,ST,BS,PF,FD,FTM,FGA,FGM,FG3M,TO,MP,PM,off_net,def_net,stocks,starter,WL,WL_raw,corner3m,abovebk3m,rim_makes,midrange_makes,fb_pts,putback_pts
2026-07-17,132964,Caroline Bradley,USA,USA,3,2,1,1,0,0,0,1,2,1,4,1,0,1,9.9,4,1.4,2.6,0,FALSE,+20,20,0,0,1,0,0,0
2026-07-17,132964,Julija Bukovec,SLO,Slovenia,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3.4,-9,-5.9,-3.1,0,FALSE,-20,-20,0,0,0,0,0,0
2026-07-17,132964,Ines Fritz,SLO,Slovenia,11,3,2,1,6,0,0,3,2,0,7,5,1,1,32.5,-9,-5.9,-3.1,0,TRUE,-20,-20,0,1,2,1,2,0
2026-07-17,132964,Anais Gobec,SLO,Slovenia,12,6,1,5,1,2,0,0,4,4,7,4,0,5,29.8,-12,-7.9,-4.1,2,TRUE,-20,-20,0,0,3,1,2,0
2026-07-17,132964,Ota Pozin,SLO,Slovenia,8,6,2,4,1,0,0,1,0,0,8,3,2,3,35.8,-23,-15.1,-7.9,0,TRUE,-20,-20,1,1,0,1,0,0
2026-07-17,132964,Ema Stavrov,SLO,Slovenia,4,7,2,5,0,0,0,3,3,2,3,1,0,5,19.2,-9,-5.9,-3.1,0,FALSE,-20,-20,0,0,1,0,0,0
2026-07-17,132964,Marina Josipovic,SLO,Slovenia,5,0,0,0,0,0,0,1,1,1,4,2,0,0,6.5,-2,-1.3,-0.7,0,FALSE,-20,-20,0,0,1,0,0,0
2026-07-17,132964,Ema Lorbek,SLO,Slovenia,6,2,0,2,0,0,0,4,1,0,6,3,0,1,16,-12,-7.9,-4.1,0,FALSE,-20,-20,0,0,3,0,0,0
2026-07-17,132964,Hana Jerkovic,SLO,Slovenia,4,0,0,0,3,0,1,2,0,0,5,2,0,0,14.8,-6,-3.9,-2.1,1,FALSE,-20,-20,0,0,0,1,0,0
2026-07-17,132964,Veronika Ferjancic,SLO,Slovenia,4,7,3,4,4,3,5,1,2,0,9,2,0,6,29,-12,-7.9,-4.1,8,TRUE,-20,-20,0,0,2,0,2,0
2026-07-17,132964,Zala Mali,SLO,Slovenia,3,0,0,0,2,0,0,2,1,0,3,1,1,1,11.3,-6,-3.9,-2.1,0,TRUE,-20,-20,1,0,0,0,0,0
2026-07-18,132969,Amelie Mbah,GER,Germany,4,4,1,3,0,0,0,1,0,0,3,2,0,0,13.9,6,1.2,4.8,0,FALSE,+33,33,0,0,2,0,0,0
2026-07-18,132969,Leonie Pfanzelt,GER,Germany,2,5,2,3,3,2,1,0,0,0,7,1,0,1,21.3,11,2.2,8.8,3,FALSE,+33,33,0,0,1,0,0,0
2026-07-18,132969,Linda Thimm,GER,Germany,0,2,0,2,1,0,0,2,0,0,1,0,0,7,12,-19,-3.8,-15.2,0,FALSE,+33,33,0,0,0,0,0,0
2026-07-18,132969,Moescha Feunou Bakam,GER,Germany,8,9,3,6,2,3,1,4,3,4,3,2,0,3,16.8,17,3.4,13.6,4,FALSE,+33,33,0,0,1,1,2,0
2026-07-18,132969,Darina Zraychenko,GER,Germany,9,3,1,2,4,2,1,0,2,2,11,3,1,3,22.8,28,5.6,22.4,3,TRUE,+33,33,0,1,2,0,5,0
2026-07-18,132969,Leni Schramm-Bunning,GER,Germany,2,2,0,2,2,0,0,0,1,2,8,0,0,1,13.2,5,1,4,0,FALSE,+33,33,0,0,0,0,0,0
2026-07-18,132969,Lara Gierlich,GER,Germany,12,4,1,3,1,1,1,1,1,0,10,4,4,2,18.7,37,7.4,29.6,2,TRUE,+33,33,2,2,0,0,0,0
2026-07-18,132969,Mia Wiegand,GER,Germany,20,3,0,3,5,4,0,2,1,1,12,8,3,2,19.9,36,7.2,28.8,4,TRUE,+33,33,0,3,4,1,6,0
2026-07-18,132969,Frederike Askamp,GER,Germany,19,5,0,5,0,3,0,3,4,7,8,5,2,8,21.4,28,5.6,22.4,3,TRUE,+33,33,1,1,2,0,4,0
2026-07-18,132969,Mathilda Haensch,GER,Germany,2,3,2,1,2,0,1,4,0,0,2,1,0,2,14.3,33,6.6,26.4,1,TRUE,+33,33,0,0,0,0,0,0
2026-07-18,132969,Nele Prowaznik,GER,Germany,2,4,1,3,1,1,1,3,0,0,2,1,0,2,11.8,-6,-1.2,-4.8,2,FALSE,+33,33,0,0,0,0,0,0
2026-07-18,132969,Silvia Heide,GER,Germany,0,5,3,2,2,0,0,1,1,0,1,0,0,0,13.8,-11,-2.2,-8.8,0,FALSE,+33,33,0,0,0,0,0,0
2026-07-18,132969,Salimata Kone,CIV,Côte d'Ivoire,2,5,1,4,1,1,0,1,2,0,7,1,0,7,21.4,-45,-35.9,-9.1,1,TRUE,-33,-33,0,0,1,0,0,2
2026-07-18,132969,Fatima Diouf,CIV,Côte d'Ivoire,11,1,1,0,2,5,0,1,5,2,18,4,1,4,27.6,-20,-16,-4,5,TRUE,-33,-33,0,1,3,0,5,0
2026-07-18,132969,Sarah Keita,CIV,Côte d'Ivoire,0,4,3,1,0,0,0,1,0,0,3,0,0,1,12.2,-6,-4.8,-1.2,0,FALSE,-33,-33,0,0,0,0,0,0
2026-07-18,132969,Ella Kone,CIV,Côte d'Ivoire,1,3,0,3,3,5,0,1,3,1,3,0,0,2,18,11,8.8,2.2,5,FALSE,-33,-33,0,0,0,0,0,0
2026-07-18,132969,Fatima  Konate,CIV,Côte d'Ivoire,1,4,1,3,3,2,0,2,2,1,5,0,0,4,23.4,-29,-23.2,-5.8,2,TRUE,-33,-33,0,0,0,0,0,0
2026-07-18,132969,Adja Traore,CIV,Côte d'Ivoire,0,1,1,0,0,0,0,0,0,0,2,0,0,0,6.4,-10,-8,-2,0,FALSE,-33,-33,0,0,0,0,0,0
2026-07-18,132969,Jane Mary Diomande,CIV,Côte d'Ivoire,19,6,2,4,0,4,0,4,8,9,12,5,0,2,27.4,-12,-9.6,-2.4,4,TRUE,-33,-33,0,0,5,0,0,0
2026-07-18,132969,Maelhys N'dri,CIV,Côte d'Ivoire,4,5,3,2,1,1,2,2,0,0,8,2,0,3,25.7,-15,-12,-3,3,FALSE,-33,-33,0,0,2,0,4,0
2026-07-18,132969,Lalya  Diarisso,CIV,Côte d'Ivoire,6,3,1,2,0,0,0,0,0,0,5,3,0,0,16.7,-26,-20.8,-5.2,0,TRUE,-33,-33,0,0,0,2,2,0
2026-07-18,132969,Aichata Mambone,CIV,Côte d'Ivoire,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3.6,-6,-4.8,-1.2,0,FALSE,-33,-33,0,0,0,0,0,0
2026-07-18,132969,Aminata  Kone,CIV,Côte d'Ivoire,3,3,0,3,1,1,0,2,0,0,8,1,1,0,17.6,-7,-5.6,-1.4,1,FALSE,-33,-33,0,1,0,0,0,0
2026-07-18,132971,Ran Kobayashi,JPN,Japan,7,5,4,1,1,0,0,2,1,2,8,2,1,1,26.6,-20,-17.2,-2.8,0,TRUE,-25,-25,1,0,1,0,0,0
2026-07-18,132971,Sora Shimizu,JPN,Japan,1,4,2,2,0,1,0,2,1,1,3,0,0,0,16.4,-7,-6,-1,1,FALSE,-25,-25,0,0,0,0,0,0
2026-07-18,132971,Momoka Kaji,JPN,Japan,0,1,0,1,0,0,0,4,0,0,5,0,0,0,13.8,-5,-4.3,-0.7,0,FALSE,-25,-25,0,0,0,0,0,0
2026-07-18,132971,Nene Gondo,JPN,Japan,3,1,0,1,0,0,0,1,0,0,3,1,1,0,7.8,6,5.2,0.8,0,FALSE,-25,-25,0,1,0,0,0,0
2026-07-18,132971,Kako Otsuki,JPN,Japan,14,3,1,2,2,2,0,2,4,1,17,5,3,1,30.1,-24,-20.6,-3.4,2,TRUE,-25,-25,1,2,2,0,5,0
2026-07-18,132971,Miya Takeuchi,JPN,Japan,12,3,1,2,7,6,0,0,1,0,12,5,2,5,34.2,-27,-23.2,-3.8,6,TRUE,-25,-25,0,2,2,0,2,0
2026-07-18,132971,Rei Ando,JPN,Japan,1,3,0,3,1,0,0,0,1,1,2,0,0,1,10.2,-9,-7.7,-1.3,0,FALSE,-25,-25,0,0,0,0,0,0
2026-07-18,132971,Kiino Nakazawa,JPN,Japan,3,4,1,3,1,1,0,3,0,0,6,1,1,0,17.5,-7,-6,-1,1,TRUE,-25,-25,1,0,0,0,0,0
2026-07-18,132971,Kohse Hosozawa,JPN,Japan,11,2,2,0,1,5,1,4,3,3,14,3,2,1,33,-26,-22.3,-3.7,6,TRUE,-25,-25,0,2,0,1,0,0
2026-07-18,132971,Chihiro Ito,JPN,Japan,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7.4,-5,-4.3,-0.7,0,FALSE,-25,-25,0,0,0,0,0,0
2026-07-18,132971,Aya Ishiwata,JPN,Japan,0,2,0,2,0,0,0,1,0,0,1,0,0,0,2.8,-1,-0.9,-0.1,0,FALSE,-25,-25,0,0,0,0,0,0
2026-07-18,132971,Areta Kahura,NZL,New Zealand,2,2,0,2,0,0,0,0,1,2,3,0,0,0,10.8,-8,-1.1,-6.9,0,FALSE,+25,25,0,0,0,0,0,0
2026-07-18,132971,Charis Broughton,NZL,New Zealand,19,5,1,4,6,0,0,1,3,2,12,6,5,3,27.2,29,4.1,24.9,0,TRUE,+25,25,2,3,1,0,3,0
2026-07-18,132971,Imani Rasmussen,NZL,New Zealand,11,10,3,7,2,0,1,1,4,3,8,4,0,5,17,14,2,12,1,TRUE,+25,25,0,0,2,1,2,0
2026-07-18,132971,Sinai Foai,NZL,New Zealand,1,1,1,0,0,0,0,2,1,1,1,0,0,2,7.9,-8,-1.1,-6.9,0,FALSE,+25,25,0,0,0,0,0,0
2026-07-18,132971,Shamar Broughton,NZL,New Zealand,6,3,2,1,2,1,0,1,2,1,8,2,1,3,19.1,13,1.8,11.2,1,FALSE,+25,25,0,1,1,0,0,2
2026-07-18,132971,Ava Jones,NZL,New Zealand,12,5,2,3,2,1,0,2,3,0,4,4,4,1,19.4,22,3.1,18.9,1,TRUE,+25,25,2,2,0,0,0,3
2026-07-18,132971,Elisa Brown,NZL,New Zealand,4,4,0,4,1,0,0,0,1,2,3,1,0,3,11.8,6,0.8,5.2,0,FALSE,+25,25,0,0,0,1,0,0
2026-07-18,132971,Emilia Ainley,NZL,New Zealand,14,9,2,7,2,0,1,1,2,2,8,6,0,0,25.5,20,2.8,17.2,1,TRUE,+25,25,0,0,6,0,2,2
2026-07-18,132971,Katie Moors,NZL,New Zealand,0,8,1,7,2,0,2,2,1,0,2,0,0,0,18.1,8,1.1,6.9,2,FALSE,+25,25,0,0,0,0,0,0
2026-07-18,132971,Sienna Maurice,NZL,New Zealand,2,4,1,3,6,1,0,0,2,2,3,0,0,3,22.4,28,4,24,1,TRUE,+25,25,0,0,0,0,0,0
2026-07-18,132971,Nahala Toeleiu,NZL,New Zealand,6,5,2,3,1,2,0,1,0,0,7,3,0,3,20.8,1,0.1,0.9,2,FALSE,+25,25,0,0,1,0,0,0
2026-07-18,132982,Olivia Lelli,ITA,Italy,0,2,1,1,2,0,0,1,0,0,6,0,0,0,10.4,7,2.4,4.6,0,FALSE,+4,4,0,0,0,0,0,0
2026-07-18,132982,Alessandra Padulo,ITA,Italy,0,1,1,0,1,0,0,3,0,0,2,0,0,1,5.8,-6,-2.1,-3.9,0,FALSE,+4,4,0,0,0,0,0,0
2026-07-18,132982,Emilia Magni,ITA,Italy,18,3,1,2,1,1,0,3,3,3,16,7,1,1,29,0,0,0,1,TRUE,+4,4,1,0,0,3,0,2
2026-07-18,132982,Isabel Hassan,ITA,Italy,3,4,0,4,3,2,0,3,2,1,10,1,0,2,24.2,-2,-0.7,-1.3,2,TRUE,+4,4,0,0,0,1,0,0
2026-07-18,132982,Sofia Zuccon,ITA,Italy,8,17,8,9,2,0,0,3,1,0,10,4,0,0,29.1,3,1,2,0,TRUE,+4,4,0,0,2,0,0,2
2026-07-18,132982,Anna Sablich,ITA,Italy,12,2,0,2,2,1,0,2,2,1,13,5,1,2,33,-1,-0.3,-0.7,1,TRUE,+4,4,1,0,1,2,0,0
2026-07-18,132982,Aisha Diagne,ITA,Italy,12,5,3,2,3,1,1,0,2,3,10,4,1,0,33,5,1.7,3.3,2,TRUE,+4,4,0,1,1,1,2,2
2026-07-18,132982,Martina Pasqualetti,ITA,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,4,1.4,2.6,0,FALSE,+4,4,0,0,0,0,0,0
2026-07-18,132982,Mariana Nako Moni,ITA,Italy,10,13,6,7,0,1,0,2,4,4,7,3,0,0,32.8,10,3.4,6.6,1,FALSE,+4,4,0,0,0,0,0,6
2026-07-18,132982,Jelizaveta Naidjonova,LAT,Latvia,8,5,1,4,5,1,0,3,3,3,8,2,1,0,18.8,1,0.7,0.3,1,FALSE,-4,-4,1,0,0,0,0,0
2026-07-18,132982,Enija Brokane,LAT,Latvia,0,3,0,3,0,0,0,1,0,0,4,0,0,1,19.7,-2,-1.3,-0.7,0,TRUE,-4,-4,0,0,0,0,0,0
2026-07-18,132982,Adele Priedite,LAT,Latvia,4,2,1,1,0,0,0,1,0,0,3,2,0,1,7,1,0.7,0.3,0,FALSE,-4,-4,0,0,1,0,0,2
2026-07-18,132982,Monta Culkstena,LAT,Latvia,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.7,-5,-3.3,-1.7,0,FALSE,-4,-4,0,0,0,0,0,0
2026-07-18,132982,Melanija Reicela Lagunovica,LAT,Latvia,5,4,1,3,2,0,0,0,0,0,3,2,1,0,17,7,4.6,2.4,0,FALSE,-4,-4,0,1,1,0,0,2
2026-07-18,132982,Marta Arsentjeva,LAT,Latvia,11,8,2,6,0,0,1,3,1,2,11,3,3,0,29.4,0,0,0,1,TRUE,-4,-4,0,3,0,0,0,0
2026-07-18,132982,Patricija Tikmere,LAT,Latvia,8,5,2,3,1,0,0,1,6,4,4,2,0,1,34.2,-1,-0.7,-0.3,0,TRUE,-4,-4,0,0,2,0,2,0
2026-07-18,132982,Darina Ivanova,LAT,Latvia,3,0,0,0,0,1,0,0,1,1,2,1,0,0,7.6,-5,-3.3,-1.7,1,FALSE,-4,-4,0,0,0,0,0,0
2026-07-18,132982,Evelina Sirsnina,LAT,Latvia,10,2,1,1,2,0,0,1,3,0,12,5,0,2,30.5,-7,-4.6,-2.4,0,TRUE,-4,-4,0,0,2,0,0,0
2026-07-18,132982,Sarlote Skrebele,LAT,Latvia,10,4,0,4,1,0,0,2,3,3,10,3,1,2,29.4,-6,-3.9,-2.1,0,TRUE,-4,-4,0,1,2,0,4,0
2026-07-18,132970,Ines Fritz,SLO,Slovenia,4,0,0,0,0,1,0,5,0,0,2,2,0,1,17.1,4,1.4,2.6,1,TRUE,-2,-2,0,0,2,0,0,0
2026-07-18,132970,Anais Gobec,SLO,Slovenia,17,8,3,5,3,2,1,2,6,5,13,6,0,3,39.1,1,0.4,0.6,3,TRUE,-2,-2,0,0,5,0,0,4
2026-07-18,132970,Ota Pozin,SLO,Slovenia,2,1,0,1,5,0,0,2,2,0,3,1,0,2,32.5,-4,-1.4,-2.6,0,TRUE,-2,-2,0,0,1,0,2,0
2026-07-18,132970,Ema Stavrov,SLO,Slovenia,4,4,1,3,0,0,0,2,0,0,3,2,0,2,15.4,-4,-1.4,-2.6,0,FALSE,-2,-2,0,0,0,1,0,0
2026-07-18,132970,Marina Josipovic,SLO,Slovenia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-2,-0.7,-1.3,0,FALSE,-2,-2,0,0,0,0,0,0
2026-07-18,132970,Ema Lorbek,SLO,Slovenia,15,2,1,1,0,0,0,4,3,4,8,5,1,0,23,-2,-0.7,-1.3,0,FALSE,-2,-2,0,1,2,0,0,0
2026-07-18,132970,Hana Jerkovic,SLO,Slovenia,21,2,0,2,4,0,0,2,2,0,15,9,3,1,30.5,5,1.8,3.2,0,FALSE,-2,-2,1,2,1,1,2,0
2026-07-18,132970,Veronika Ferjancic,SLO,Slovenia,8,13,2,11,3,0,4,2,3,0,11,4,0,4,32.4,-5,-1.8,-3.2,4,TRUE,-2,-2,0,0,3,1,0,2
2026-07-18,132970,Zala Mali,SLO,Slovenia,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,-3,-1.1,-1.9,2,TRUE,-2,-2,0,0,0,0,0,0
2026-07-18,132970,Xuan Sun,CHN,People 's Republic of China,3,2,2,0,6,1,0,2,4,0,5,1,1,2,31.8,-3,-1.9,-1.1,1,TRUE,+2,2,0,1,0,0,0,0
2026-07-18,132970,Xinyue Wang,CHN,People 's Republic of China,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1,3,1.9,1.1,0,FALSE,+2,2,0,0,0,0,0,0
2026-07-18,132970,Yu Jia,CHN,People 's Republic of China,9,0,0,0,2,0,0,2,1,1,7,4,0,0,28.7,5,3.2,1.8,0,TRUE,+2,2,0,0,2,2,2,0
2026-07-18,132970,Ying Feng,CHN,People 's Republic of China,9,2,1,1,1,0,0,0,2,1,3,3,2,1,9.2,3,1.9,1.1,0,FALSE,+2,2,0,2,1,0,0,3
2026-07-18,132970,Mengjie Wu,CHN,People 's Republic of China,0,1,0,1,0,1,0,2,0,0,0,0,0,0,13.3,-3,-1.9,-1.1,1,TRUE,+2,2,0,0,0,0,0,0
2026-07-18,132970,Yuanshan Li,CHN,People 's Republic of China,30,2,0,2,1,2,0,1,5,5,21,10,5,1,35.8,-1,-0.6,-0.4,2,FALSE,+2,2,2,3,3,1,4,0
2026-07-18,132970,Hanyun Sun,CHN,People 's Republic of China,10,7,2,5,4,0,0,1,5,5,18,2,1,2,34.1,0,0,0,0,TRUE,+2,2,0,1,0,0,0,0
2026-07-18,132970,Yunshu Pang,CHN,People 's Republic of China,4,7,1,6,0,1,0,5,0,0,4,2,0,1,19.3,-1,-0.6,-0.4,1,TRUE,+2,2,0,0,2,0,0,2
2026-07-18,132970,Yatong Tang,CHN,People 's Republic of China,3,2,0,2,1,1,0,3,1,1,2,1,0,0,17.7,0,0,0,1,FALSE,+2,2,0,0,1,0,0,0
2026-07-18,132970,Jiayi Wan,CHN,People 's Republic of China,5,2,0,2,1,0,0,0,1,1,3,2,0,0,7.9,7,4.5,2.5,0,FALSE,+2,2,0,0,1,0,0,0
2026-07-18,132968,Jordan Martin,MEX,Mexico,6,1,0,1,2,0,1,1,3,4,2,1,0,0,14.9,0,0,0,1,FALSE,-8,-8,0,0,1,0,0,0
2026-07-18,132968,Mariana Diaz,MEX,Mexico,11,6,0,6,0,1,0,0,2,0,12,5,1,5,35.9,-10,-7,-3,1,TRUE,-8,-8,0,1,3,1,2,0
2026-07-18,132968,Jimena Velazquez,MEX,Mexico,15,4,0,4,9,4,2,4,6,3,16,6,0,3,40,-8,-5.6,-2.4,6,TRUE,-8,-8,0,0,6,0,12,0
2026-07-18,132968,Meredith Jaime,MEX,Mexico,0,1,0,1,1,1,0,0,0,0,0,0,0,1,9.7,-2,-1.4,-0.6,1,FALSE,-8,-8,0,0,0,0,0,0
2026-07-18,132968,Ivanna Olalde,MEX,Mexico,7,2,1,1,2,0,0,1,2,1,6,3,0,3,13.1,-6,-4.2,-1.8,0,FALSE,-8,-8,0,0,2,0,2,0
2026-07-18,132968,Andrea Lopez,MEX,Mexico,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3.8,-5,-3.5,-1.5,0,FALSE,-8,-8,0,0,0,0,0,0
2026-07-18,132968,Yania Valverde,MEX,Mexico,13,6,2,4,0,3,0,3,2,1,17,6,0,1,25.4,-7,-4.9,-2.1,3,TRUE,-8,-8,0,0,0,1,0,2
2026-07-18,132968,Isamar Rumbo,MEX,Mexico,8,4,1,3,5,3,0,2,2,0,7,3,2,4,30.7,1,0.7,0.3,3,TRUE,-8,-8,0,2,1,0,2,0
2026-07-18,132968,Marisol Gomez,MEX,Mexico,6,5,2,3,0,1,1,2,1,1,6,2,1,1,22.1,-10,-7,-3,2,TRUE,-8,-8,0,1,0,0,0,0
2026-07-18,132968,Samantha Patino,MEX,Mexico,0,3,0,3,0,0,0,0,0,0,1,0,0,0,4.4,7,4.9,2.1,0,FALSE,-8,-8,0,0,0,0,0,0
2026-07-18,132968,Sofia Robson,CZE,Czechia,2,3,1,2,4,3,0,2,1,0,8,1,0,3,28.1,-4,-1.2,-2.8,3,TRUE,+8,8,0,0,1,0,0,0
2026-07-18,132968,Dominika Pencakova,CZE,Czechia,24,7,1,6,1,3,1,3,3,1,26,10,3,2,35.2,4,1.2,2.8,4,TRUE,+8,8,1,2,7,0,8,0
2026-07-18,132968,Ema Novakova,CZE,Czechia,11,7,1,6,1,0,1,2,1,0,10,5,1,2,23.9,-5,-1.5,-3.5,1,TRUE,+8,8,0,1,4,0,2,0
2026-07-18,132968,Ema Bartosova,CZE,Czechia,8,7,4,3,0,2,2,3,1,0,4,4,0,5,19.4,-2,-0.6,-1.4,4,TRUE,+8,8,0,0,3,0,0,4
2026-07-18,132968,Tereza Sykorova,CZE,Czechia,5,2,0,2,5,3,0,1,1,1,2,2,0,1,16.9,15,4.5,10.5,3,FALSE,+8,8,0,0,2,0,4,0
2026-07-18,132968,Linda Kotrcova,CZE,Czechia,10,4,1,3,1,0,1,4,4,5,7,2,1,2,25.3,11,3.3,7.7,1,TRUE,+8,8,0,1,1,0,2,0
2026-07-18,132968,Vendula Salakova,CZE,Czechia,0,1,0,1,3,2,2,0,0,0,5,0,0,3,18.8,1,0.3,0.7,4,FALSE,+8,8,0,0,0,0,0,0
2026-07-18,132968,Laura Marcolova,CZE,Czechia,6,0,0,0,3,0,0,0,0,0,5,2,2,0,12.7,12,3.6,8.4,0,FALSE,+8,8,1,1,0,0,0,0
2026-07-18,132968,Julie Prichystalova,CZE,Czechia,8,7,4,3,2,1,2,3,2,2,6,3,0,0,19.9,8,2.4,5.6,3,FALSE,+8,8,0,0,3,0,0,2
2026-07-18,132973,Isabel Smith,AUS,Australia,5,3,1,2,1,1,1,0,2,1,7,2,0,2,28.6,-9,-6,-3,2,TRUE,-7,-7,0,0,1,0,0,0
2026-07-18,132973,Olivia Olechnowicz,AUS,Australia,8,8,4,4,0,2,0,1,5,4,5,2,0,3,31.9,-9,-6,-3,2,TRUE,-7,-7,0,0,2,0,0,0
2026-07-18,132973,Jade Sherrington,AUS,Australia,0,2,1,1,0,0,0,0,0,0,2,0,0,0,8.3,-2,-1.3,-0.7,0,FALSE,-7,-7,0,0,0,0,0,0
2026-07-18,132973,Jasmine Jones,AUS,Australia,5,5,0,5,4,0,0,1,1,0,8,2,1,2,22,3,2,1,0,FALSE,-7,-7,1,0,1,0,0,0
2026-07-18,132973,Sophie Richardson,AUS,Australia,10,7,0,7,0,1,1,2,2,1,11,3,3,5,27.4,3,2,1,2,FALSE,-7,-7,1,2,0,0,0,0
2026-07-18,132973,Madison Ryan,AUS,Australia,12,9,2,7,4,0,2,2,5,0,15,6,0,3,40,-7,-4.6,-2.4,2,TRUE,-7,-7,0,0,5,1,0,2
2026-07-18,132973,Lily Mapp,AUS,Australia,2,1,1,0,2,1,0,2,0,0,1,1,0,0,3.1,3,2,1,1,FALSE,-7,-7,0,0,1,0,0,2
2026-07-18,132973,Matilda Trout,AUS,Australia,5,5,3,2,1,0,0,3,4,3,2,1,0,6,27.8,-15,-9.9,-5.1,0,TRUE,-7,-7,0,0,1,0,0,0
2026-07-18,132973,Jemyma Manyok,AUS,Australia,4,2,1,1,0,0,2,3,0,0,3,2,0,0,11,-2,-1.3,-0.7,2,TRUE,-7,-7,0,0,2,0,0,0
2026-07-18,132973,Paula Valenzuela,ESP,Spain,4,5,2,3,1,1,0,1,3,2,7,1,0,0,28.4,5,1.7,3.3,1,TRUE,+7,7,0,0,1,0,2,0
2026-07-18,132973,Isabel Hernandez,ESP,Spain,13,1,0,1,5,4,0,2,3,1,17,5,2,1,27,1,0.3,0.7,4,TRUE,+7,7,0,2,3,0,4,0
2026-07-18,132973,Carla Cherry,ESP,Spain,0,0,0,0,3,1,0,1,0,0,1,0,0,0,10.8,7,2.4,4.6,1,FALSE,+7,7,0,0,0,0,0,0
2026-07-18,132973,Ona Balleste,ESP,Spain,9,3,1,2,3,2,0,2,2,0,10,3,3,2,18,5,1.7,3.3,2,FALSE,+7,7,1,2,0,0,0,0
2026-07-18,132973,Sarai Teijeira,ESP,Spain,2,0,0,0,0,0,0,0,0,0,2,1,0,1,6.7,-1,-0.3,-0.7,0,FALSE,+7,7,0,0,1,0,0,0
2026-07-18,132973,Trinity Ezeanatogu,ESP,Spain,4,6,2,4,3,4,2,1,3,2,10,1,0,1,36.3,8,2.7,5.3,6,TRUE,+7,7,0,0,1,0,2,0
2026-07-18,132973,Amelia Alonso,ESP,Spain,5,2,1,1,0,1,0,5,0,0,4,2,1,1,8.8,-1,-0.3,-0.7,1,TRUE,+7,7,0,1,1,0,0,0
2026-07-18,132973,Ana Maria Hernanz,ESP,Spain,11,9,7,2,2,2,0,4,1,2,9,4,1,1,21.4,6,2,4,2,FALSE,+7,7,1,0,2,1,0,4
2026-07-18,132973,Sandra Davila,ESP,Spain,8,6,4,2,1,0,0,2,0,0,8,3,2,3,29.4,10,3.4,6.6,0,TRUE,+7,7,1,1,1,0,0,5
2026-07-18,132973,Anna Smykovskaia,ESP,Spain,2,6,2,4,0,0,0,1,2,0,2,1,0,1,13.2,-5,-1.7,-3.3,0,FALSE,+7,7,0,0,1,0,0,2
2026-07-18,132983,Hania  Hassabelnaby,EGY,Egypt,13,5,1,4,1,2,0,2,2,3,10,5,0,1,19.6,22,3.2,18.8,2,TRUE,+36,36,0,0,5,0,2,2
2026-07-18,132983,Fatma Abdella,EGY,Egypt,2,4,1,3,3,2,0,4,1,0,3,1,0,6,20,19,2.8,16.2,2,TRUE,+36,36,0,0,1,0,0,0
2026-07-18,132983,Jodi  Abdalla,EGY,Egypt,2,5,1,4,0,0,0,1,2,0,6,1,0,1,16.3,14,2.1,11.9,0,FALSE,+36,36,0,0,1,0,0,0
2026-07-18,132983,Mariam Elshenawy,EGY,Egypt,8,6,3,3,1,0,1,1,4,2,5,3,0,0,15.2,16,2.3,13.7,1,TRUE,+36,36,0,0,2,0,0,0
2026-07-18,132983,Hala Fetet,EGY,Egypt,7,3,1,2,0,0,1,2,0,0,4,3,1,0,14.7,2,0.3,1.7,1,FALSE,+36,36,1,0,2,0,0,2
2026-07-18,132983,Joudi Elsayed,EGY,Egypt,9,4,0,4,2,1,1,3,2,1,11,3,2,0,22.5,20,2.9,17.1,2,FALSE,+36,36,0,2,1,0,2,0
2026-07-18,132983,Habiba Gamal Rizk,EGY,Egypt,4,8,1,7,1,1,0,0,3,2,3,1,0,3,17,6,0.9,5.1,1,FALSE,+36,36,0,0,1,0,2,0
2026-07-18,132983,Leila  Eissa,EGY,Egypt,10,3,2,1,8,2,0,1,0,0,10,4,2,2,19.6,28,4.1,23.9,2,TRUE,+36,36,1,1,1,0,5,0
2026-07-18,132983,Habiba Soliman,EGY,Egypt,4,1,0,1,2,1,0,0,0,0,7,2,0,1,21.2,13,1.9,11.1,1,FALSE,+36,36,0,0,1,0,4,0
2026-07-18,132983,Zeina Amin,EGY,Egypt,6,4,0,4,2,1,3,1,2,2,5,2,0,1,20,19,2.8,16.2,4,TRUE,+36,36,0,0,1,0,0,0
2026-07-18,132983,Sedra   Elshafey,EGY,Egypt,7,5,0,5,1,0,0,1,1,1,4,3,0,0,13.8,21,3.1,17.9,0,FALSE,+36,36,0,0,3,0,2,0
2026-07-18,132983,Alisson Restrepo,COL,Colombia,4,3,0,3,0,0,0,2,1,0,7,2,0,4,18.4,-10,-8.5,-1.5,0,TRUE,-36,-36,0,0,2,0,2,0
